catg,time,delta_times
21848,22103,3.0
21620,22012,2.0
21907,22112,6.0
21671,21990,8.0
21907,22087,2.0
21609,21984,62.0
21609,22013,55.0
21609,21980,60.0
21609,22003,27.0
21811,22014,11.0
21718,22034,26.0
21678,22061,27.0
21638,22066,22.0
21770,22081,3.0
21673,22086,2.0
21890,22087,4.0
21667,22109,4.0
21609,21948,36.0
21609,21979,23.0
21609,22017,65.0
21609,22051,18.0
21611,22020,1.0
21705,22034,1.0
21609,21973,21.0
21748,22101,1.0
21748,22108,9.0
21609,22077,51.0
21697,22084,8.0
21609,22004,46.0
21609,22056,77.0
21783,21957,45.0
21609,22043,34.0
21678,22050,5.0
21738,22054,8.0
21738,21958,11.0
21707,21985,1.0
21879,21962,8.0
21871,22104,10.0
21783,21961,14.0
21879,21967,12.0
21833,22058,4.0
21637,22039,1.0
21668,22091,7.0
21638,21993,12.0
21638,22091,24.0
21757,21993,11.0
21737,22005,1.0
21848,22011,2.0
21659,22034,1.0
21752,22013,16.0
21727,22057,12.0
21727,21985,11.0
21727,22009,7.0
21727,22080,3.0
21934,22093,3.0
21727,22108,31.0
21678,22114,32.0
21652,21993,3.0
21727,22105,4.0
21783,22007,16.0
21806,22040,7.0
21688,21960,34.0
21727,22094,6.0
21635,22021,9.0
21783,22110,16.0
21918,22110,26.0
21806,22016,10.0
21640,21988,2.0
21834,21990,1.0
21718,22033,24.0
21710,22058,16.0
21680,22031,1.0
21857,21960,20.0
21681,21957,3.0
21609,22039,64.0
21771,21963,11.0
21862,22112,11.0
21609,22035,68.0
21862,22081,12.0
21892,22029,1.0
21817,21972,3.0
21817,22109,4.0
21817,22107,2.0
21835,22013,23.0
21615,22090,1.0
21681,21989,2.0
21652,22029,6.0
21927,22009,1.0
21918,22086,21.0
21912,22089,2.0
21787,21987,5.0
21769,22068,7.0
21720,22087,6.0
21758,22089,5.0
21782,22106,6.0
21835,21971,33.0
21835,21947,48.0
21944,21971,49.0
21914,22094,19.0
21871,21956,1.0
21678,22040,59.0
21843,22100,2.0
21720,22108,8.0
21944,22093,10.0
21922,22110,1.0
21934,22110,17.0
21907,21967,3.0
21879,22112,24.0
21890,22081,3.0
21775,22091,1.0
21804,22086,1.0
21879,21949,1.0
21775,22041,1.0
21735,21990,1.0
21620,22067,3.0
21927,22108,1.0
21879,22094,2.0
21879,21969,14.0
21862,22087,12.0
21879,22032,12.0
21879,22109,12.0
21879,21995,12.0
21879,22070,1.0
21733,21992,9.0
21884,22068,1.0
21609,22058,63.0
21767,22112,1.0
21615,22017,1.0
21753,22042,140.0
21835,22064,39.0
21678,22056,24.0
21678,21981,30.0
21753,21995,56.0
21668,22061,3.0
21890,22085,5.0
21890,22038,4.0
21890,22110,7.0
21615,22035,3.0
21886,22058,50.0
21637,22088,4.0
21753,21957,352.0
21896,22037,13.0
21918,22108,20.0
21705,22089,3.0
21630,22078,2.0
21934,22087,27.0
21934,22108,14.0
21933,22112,54.0
21918,21962,26.0
21890,21989,3.0
21933,22105,39.0
21620,22020,2.0
21840,22021,3.0
21933,22012,71.0
21896,22110,11.0
21898,21970,31.0
21918,22087,34.0
21918,22039,36.0
21934,22039,27.0
21896,22042,18.0
21896,22009,10.0
21695,22068,9.0
21640,22086,2.0
21896,22112,15.0
21896,22113,16.0
21753,22004,52.0
21933,22044,48.0
21890,21985,2.0
21710,22094,1.0
21618,22103,2.0
21871,22107,19.0
21914,22106,13.0
21771,22105,3.0
21749,22063,2.0
21779,22063,30.0
21834,22038,1.0
21695,22107,10.0
21913,22106,9.0
21694,22081,1.0
21787,22107,7.0
21928,22091,18.0
21771,22106,5.0
21641,22016,7.0
21694,22068,1.0
21778,22087,4.0
21885,22011,1.0
21653,21995,3.0
21694,22080,1.0
21748,22092,24.0
21771,22083,8.0
21645,22086,6.0
21875,21984,5.0
21754,22034,2.0
21641,22015,6.0
21641,22064,4.0
21739,22017,12.0
21871,22089,20.0
21823,22037,9.0
21909,22059,4.0
21678,21961,31.0
21906,21962,4.0
21826,22069,3.0
21906,22064,2.0
21645,22031,66.0
21836,22043,12.0
21909,22038,1.0
21944,22070,26.0
21906,22077,3.0
21757,22033,6.0
21666,22021,19.0
21666,21950,9.0
21914,21953,5.0
21678,21958,31.0
21914,21950,11.0
21666,21951,7.0
21711,22047,1.0
21913,21962,8.0
21752,21987,8.0
21686,22070,9.0
21666,22072,33.0
21898,22061,47.0
21914,22111,25.0
21758,22090,6.0
21914,21969,25.0
21840,22042,4.0
21826,22068,7.0
21836,21986,15.0
21732,22044,3.0
21779,21967,23.0
21709,22070,26.0
21737,21965,11.0
21737,21971,8.0
21840,21957,8.0
21914,22013,23.0
21680,21965,1.0
21609,22044,33.0
21609,22045,24.0
21772,21956,5.0
21772,22029,54.0
21772,22005,44.0
21772,21980,3.0
21772,21958,44.0
21772,22054,34.0
21666,22071,53.0
21772,21957,60.0
21772,21960,34.0
21772,22083,8.0
21772,21959,39.0
21772,22006,37.0
21673,22041,1.0
21857,22040,79.0
21857,21968,54.0
21820,22019,13.0
21863,22063,1.0
21862,22060,28.0
21857,22086,15.0
21673,22017,1.0
21815,22108,7.0
21863,22003,1.0
21673,22042,2.0
21721,22044,1.0
21748,22097,5.0
21619,22046,2.0
21733,22110,11.0
21805,22042,3.0
21619,21966,2.0
21673,21994,1.0
21721,22091,1.0
21857,21992,71.0
21619,21994,9.0
21944,22080,40.0
21899,21996,11.0
21778,22080,2.0
21608,22055,2.0
21798,22061,10.0
21688,21972,20.0
21718,21964,21.0
21914,21977,4.0
21754,22070,6.0
21898,22056,39.0
21756,22065,2.0
21771,22068,8.0
21926,22059,4.0
21659,22087,7.0
21703,21956,2.0
21862,21984,41.0
21944,22097,19.0
21752,22018,10.0
21718,21966,17.0
21718,22038,15.0
21769,21993,16.0
21842,21997,4.0
21726,22068,1.0
21769,22107,4.0
21740,22030,11.0
21896,22089,10.0
21679,21964,2.0
21679,21990,1.0
21843,22019,4.0
21821,21959,4.0
21940,21962,6.0
21783,21963,20.0
21806,22012,13.0
21740,22031,11.0
21933,22037,57.0
21679,21958,7.0
21783,21995,6.0
21933,21996,41.0
21824,22012,2.0
21679,22013,4.0
21806,22015,12.0
21806,22034,9.0
21772,22039,18.0
21933,21972,35.0
21806,21992,6.0
21679,22006,8.0
21772,22008,25.0
21806,22009,9.0
21940,22012,8.0
21679,22016,1.0
21940,22036,4.0
21679,22037,2.0
21772,22038,18.0
21679,22054,4.0
21630,22061,14.0
21772,22007,42.0
21940,22010,7.0
21806,22018,4.0
21806,22039,6.0
21783,22042,12.0
21806,22042,4.0
21772,21983,57.0
21806,21986,7.0
21940,21987,11.0
21933,21990,73.0
21806,21990,14.0
21806,22065,3.0
21933,22080,41.0
21940,22058,6.0
21679,21959,4.0
21940,21963,4.0
21772,21985,32.0
21940,22037,2.0
21842,22045,9.0
21933,22045,23.0
21679,22055,3.0
21678,22012,28.0
21940,22013,4.0
21731,22019,1.0
21609,22020,26.0
21940,21965,1.0
21679,21966,3.0
21940,21989,5.0
21806,21995,1.0
21933,21997,12.0
21679,22014,4.0
21679,22058,2.0
21821,22011,2.0
21679,22057,3.0
21886,21962,59.0
21718,22007,45.0
21933,22043,85.0
21688,22093,12.0
21609,22084,62.0
21679,21987,3.0
21825,21966,2.0
21933,21973,24.0
21933,22021,11.0
21782,22033,2.0
21797,22039,5.0
21642,22032,19.0
21815,22007,4.0
21621,22057,5.0
21886,21989,41.0
21731,22038,5.0
21836,22038,14.0
21769,21999,1.0
21944,22096,10.0
21881,22098,1.0
21842,22112,58.0
21881,21949,1.0
21944,22047,13.0
21710,22066,9.0
21713,21996,4.0
21669,22111,1.0
21728,22041,3.0
21698,22112,2.0
21874,22019,1.0
21720,21970,25.0
21698,22090,3.0
21820,22020,14.0
21666,21955,2.0
21820,21972,10.0
21914,21974,6.0
21698,21990,1.0
21820,22112,11.0
21641,22066,3.0
21686,22072,4.0
21820,22076,6.0
21834,22093,6.0
21820,22107,2.0
21786,22061,5.0
21786,22112,9.0
21635,22019,89.0
21783,22072,5.0
21783,22050,2.0
21834,22071,10.0
21898,21976,3.0
21666,21978,2.0
21820,21997,18.0
21820,22047,33.0
21820,22001,13.0
21698,22010,2.0
21698,21995,2.0
21914,22001,5.0
21820,22062,1.0
21624,22088,1.0
21624,21962,1.0
21670,21990,1.0
21820,22089,10.0
21843,21967,2.0
21713,21974,1.0
21778,21989,4.0
21820,21996,6.0
21727,21994,10.0
21710,22093,6.0
21770,22089,6.0
21876,21982,25.0
21876,22030,23.0
21876,22006,27.0
21823,22033,11.0
21876,21957,37.0
21876,21981,41.0
21876,22090,2.0
21932,22042,16.0
21738,21991,5.0
21738,21959,39.0
21914,22060,31.0
21879,21971,7.0
21891,21969,3.0
21831,22091,1.0
21754,22097,4.0
21753,22020,19.0
21754,22042,7.0
21899,22109,33.0
21758,21970,3.0
21770,21985,3.0
21833,22038,9.0
21905,21971,2.0
21763,22064,12.0
21771,22010,12.0
21905,21969,10.0
21741,22089,6.0
21741,22005,1.0
21741,22013,3.0
21727,21970,11.0
21779,22007,23.0
21601,22082,7.0
21841,22017,5.0
21601,22083,5.0
21686,22047,1.0
21779,22109,43.0
21786,21969,1.0
21756,21994,1.0
21621,22107,11.0
21756,22089,4.0
21757,22041,15.0
21840,22044,2.0
21907,21963,2.0
21840,21984,10.0
21727,21991,9.0
21840,22039,4.0
21916,22092,1.0
21643,21988,1.0
21712,21994,1.0
21934,21995,12.0
21612,22087,2.0
21752,21994,8.0
21688,21949,3.0
21699,21974,1.0
21612,21947,2.0
21612,21967,3.0
21612,22113,1.0
21811,22062,9.0
21748,22016,20.0
21709,22068,16.0
21890,22036,5.0
21890,22009,2.0
21652,22079,2.0
21769,22004,9.0
21618,22088,3.0
21769,22005,10.0
21618,22066,2.0
21769,21956,16.0
21618,22062,2.0
21769,22056,6.0
21710,22095,5.0
21710,21956,8.0
21639,21965,3.0
21609,21968,69.0
21885,22058,5.0
21811,21958,23.0
21918,21961,34.0
21718,22081,6.0
21918,22083,18.0
21811,21981,27.0
21918,22013,30.0
21918,21960,30.0
21811,21960,1.0
21639,21964,3.0
21898,21968,39.0
21620,22087,2.0
21630,21989,8.0
21885,22060,3.0
21804,22067,1.0
21609,22075,18.0
21652,22006,5.0
21718,22008,24.0
21811,22029,26.0
21782,21982,1.0
21710,22085,7.0
21890,22095,4.0
21710,22103,4.0
21918,22106,12.0
21630,22110,14.0
21918,22006,57.0
21609,21959,98.0
21811,21984,3.0
21918,22078,13.0
21918,21969,31.0
21609,21970,52.0
21771,22037,4.0
21811,22039,7.0
21811,21966,5.0
21899,21988,11.0
21811,22034,5.0
21918,22035,29.0
21886,22035,34.0
21609,22055,86.0
21918,21964,21.0
21811,21991,18.0
21639,22032,8.0
21918,21985,28.0
21609,21985,70.0
21756,21984,1.0
21744,22064,2.0
21782,22104,4.0
21652,22104,2.0
21944,22085,37.0
21895,22027,1.0
21737,22027,2.0
21811,21969,14.0
21639,22031,7.0
21918,22052,44.0
21851,22087,2.0
21764,22068,3.0
21909,22106,3.0
21674,22106,7.0
21710,21989,6.0
21666,22015,16.0
21639,22033,6.0
21845,22111,1.0
21934,22033,23.0
21769,22015,7.0
21842,22061,17.0
21840,22011,8.0
21804,21962,2.0
21652,22054,3.0
21604,21969,2.0
21784,22085,3.0
21906,22038,3.0
21914,22088,24.0
21733,22066,16.0
21659,21995,12.0
21890,22092,15.0
21809,22063,1.0
21686,22068,8.0
21659,22065,10.0
21779,22092,24.0
21740,22062,3.0
21899,22064,23.0
21615,22043,2.0
21710,22013,5.0
21705,22009,1.0
21705,22058,1.0
21705,21986,2.0
21638,22034,5.0
21638,22058,2.0
21666,22010,14.0
21705,21962,2.0
21638,22061,1.0
21933,22101,11.0
21872,22018,1.0
21862,22096,3.0
21733,21991,2.0
21787,22038,8.0
21659,22073,1.0
21914,21949,13.0
21770,22017,2.0
21763,22053,1.0
21753,22088,7.0
21911,21958,6.0
21932,22079,14.0
21720,22069,15.0
21720,21972,8.0
21911,21988,4.0
21642,22010,13.0
21931,22064,22.0
21703,22062,2.0
21931,21960,4.0
21931,22036,13.0
21931,22060,13.0
21911,21964,4.0
21931,21967,19.0
21713,22017,6.0
21783,22088,25.0
21886,22036,43.0
21774,22059,5.0
21774,22011,6.0
21618,22017,2.0
21618,22042,1.0
21815,22092,15.0
21922,21998,2.0
21618,22043,3.0
21914,22061,34.0
21618,22107,1.0
21711,21965,5.0
21792,22054,3.0
21821,22037,3.0
21821,21965,2.0
21821,22010,5.0
21821,22058,1.0
21821,22038,2.0
21821,22032,3.0
21784,21959,5.0
21936,21984,4.0
21678,21957,44.0
21717,22055,4.0
21871,22114,6.0
21635,22078,22.0
21820,21975,13.0
21779,22011,12.0
21757,21994,15.0
21888,22035,12.0
21753,21986,137.0
21888,22038,9.0
21711,21960,4.0
21793,22079,1.0
21940,22060,3.0
21940,22083,1.0
21711,21987,5.0
21711,22057,4.0
21888,22107,7.0
21711,22011,5.0
21667,22011,8.0
21888,22108,10.0
21711,21961,3.0
21862,22040,24.0
21711,22056,4.0
21879,21968,22.0
21711,22034,2.0
21711,22008,4.0
21940,22011,14.0
21940,22035,7.0
21921,22035,1.0
21711,21959,2.0
21667,22012,5.0
21666,22081,5.0
21757,21968,8.0
21841,21996,5.0
21907,22042,5.0
21641,22043,2.0
21638,22043,22.0
21752,21992,12.0
21748,22087,32.0
21739,22102,3.0
21771,22110,7.0
21637,22057,4.0
21771,22109,13.0
21603,22069,2.0
21699,22086,1.0
21623,22088,2.0
21752,22061,11.0
21834,22041,1.0
21748,21970,14.0
21681,21991,3.0
21835,21995,18.0
21907,21997,1.0
21763,21971,22.0
21747,22104,1.0
21890,22112,6.0
21713,22107,2.0
21645,21982,52.0
21705,22109,1.0
21688,22066,66.0
21879,22009,11.0
21879,22108,10.0
21688,21967,52.0
21879,22058,15.0
21879,22010,8.0
21666,21963,14.0
21803,22029,1.0
21812,22110,1.0
21888,22060,11.0
21888,22066,8.0
21888,22036,13.0
21812,22070,1.0
21888,22081,14.0
21888,21988,14.0
21688,22055,36.0
21812,22063,1.0
21888,22063,10.0
21688,22057,36.0
21811,22031,10.0
21737,21982,8.0
21770,22112,4.0
21879,21994,17.0
21739,22089,2.0
21772,22066,8.0
21772,22056,24.0
21737,22034,8.0
21785,22058,1.0
21630,21959,2.0
21708,21971,1.0
21833,21972,2.0
21886,22018,46.0
21758,22071,3.0
21886,22081,33.0
21805,22093,4.0
21933,21966,73.0
21857,22020,16.0
21918,22109,21.0
21710,22042,19.0
21879,22037,13.0
21842,21996,8.0
21806,21967,12.0
21710,22032,31.0
21678,22036,43.0
21879,22017,21.0
21753,22105,8.0
21892,22056,5.0
21933,22081,38.0
21934,22018,22.0
21678,22058,38.0
21798,22043,2.0
21640,21962,2.0
21640,22012,1.0
21702,22012,1.0
21798,22089,2.0
21630,21990,10.0
21886,21951,4.0
21933,21956,72.0
21896,22077,6.0
21798,22085,11.0
21752,22065,11.0
21752,22066,7.0
21918,22090,23.0
21933,22090,46.0
21752,22040,12.0
21721,22085,1.0
21752,22088,22.0
21665,22089,1.0
21875,22105,5.0
21875,22106,7.0
21640,22034,1.0
21933,22093,18.0
21933,22103,13.0
21933,22104,34.0
21727,22010,31.0
21727,22058,24.0
21727,22033,8.0
21798,22057,9.0
21886,22099,25.0
21754,22107,2.0
21608,22070,1.0
21857,21967,40.0
21857,22038,35.0
21857,21990,28.0
21857,22084,8.0
21857,22039,48.0
21931,22006,28.0
21931,21958,35.0
21934,22104,5.0
21754,22085,3.0
21805,22110,4.0
21931,22054,22.0
21879,22065,24.0
21805,22087,3.0
21934,21981,19.0
21931,21959,15.0
21759,22107,2.0
21817,22043,3.0
21739,22042,11.0
21857,22085,13.0
21931,22055,19.0
21771,22087,7.0
21739,21970,13.0
21857,22031,27.0
21931,22030,22.0
21609,21994,48.0
21730,22010,9.0
21678,21969,39.0
21791,21994,2.0
21662,22017,1.0
21763,22097,1.0
21666,22097,28.0
21836,22110,16.0
21629,22111,1.0
21666,22030,1.0
21763,21982,1.0
21906,22032,2.0
21625,22044,4.0
21791,22005,1.0
21625,21996,4.0
21791,22040,2.0
21933,22014,80.0
21609,22113,97.0
21798,21988,10.0
21763,22099,3.0
21662,22113,1.0
21909,22035,3.0
21718,21965,21.0
21662,22036,6.0
21862,22057,35.0
21933,21949,14.0
21662,22040,1.0
21770,22111,8.0
21662,22042,3.0
21918,22061,30.0
21820,22027,3.0
21811,22088,4.0
21797,21987,4.0
21933,22067,48.0
21898,22059,43.0
21741,22106,1.0
21740,21965,5.0
21811,22112,7.0
21662,21972,2.0
21765,21990,6.0
21609,22053,84.0
21886,22006,61.0
21811,22053,29.0
21630,22065,25.0
21815,21987,27.0
21730,21987,4.0
21645,21968,15.0
21890,22067,22.0
21871,22106,16.0
21833,22080,3.0
21797,21971,1.0
21630,22009,11.0
21815,21985,10.0
21914,22053,10.0
21914,21981,8.0
21914,22005,6.0
21815,22010,19.0
21609,22101,30.0
21824,22028,2.0
21824,22029,8.0
21824,22052,2.0
21783,22092,7.0
21783,21994,19.0
21874,22042,2.0
21820,22048,30.0
21783,22098,11.0
21783,22019,10.0
21783,22044,7.0
21752,22089,21.0
21934,22090,31.0
21874,22095,1.0
21757,22091,22.0
21783,22062,20.0
21783,21988,11.0
21783,21973,6.0
21783,21951,3.0
21783,22066,13.0
21805,22033,2.0
21899,22010,1.0
21763,22033,6.0
21842,21983,23.0
21764,21986,2.0
21764,22010,2.0
21842,22062,29.0
21630,22070,6.0
21842,21984,19.0
21842,22032,15.0
21842,22056,8.0
21842,22055,13.0
21756,22008,2.0
21614,22102,1.0
21738,22012,5.0
21678,22034,38.0
21738,22007,19.0
21774,21963,8.0
21680,21987,2.0
21738,22032,17.0
21738,22057,11.0
21738,21963,9.0
21738,22060,2.0
21763,22083,6.0
21659,21993,12.0
21738,22010,5.0
21899,21971,28.0
21798,21962,6.0
21697,21970,7.0
21899,21989,6.0
21859,22010,3.0
21914,22087,29.0
21899,22062,9.0
21798,22009,7.0
21823,22009,11.0
21841,22013,1.0
21797,21989,6.0
21840,22054,9.0
21770,22065,7.0
21733,22113,12.0
21676,21963,2.0
21674,21964,3.0
21782,22093,8.0
21770,21968,2.0
21653,22016,5.0
21710,22113,9.0
21710,21962,10.0
21638,21973,4.0
21638,21976,3.0
21779,21986,22.0
21710,22022,2.0
21640,22023,1.0
21710,22028,11.0
21609,22114,63.0
21770,22063,5.0
21609,21950,12.0
21711,21999,1.0
21846,22113,1.0
21710,22041,14.0
21741,22041,7.0
21609,21949,21.0
21770,21991,1.0
21769,22016,12.0
21739,22019,16.0
21784,22032,11.0
21869,22081,4.0
21892,22017,5.0
21709,22069,17.0
21787,22109,15.0
21909,22086,3.0
21896,21947,8.0
21944,22026,27.0
21748,21950,3.0
21678,21951,1.0
21820,21948,14.0
21874,22069,2.0
21820,22075,16.0
21681,22043,3.0
21639,22086,2.0
21624,22111,1.0
21711,22111,3.0
21895,22075,1.0
21709,22095,28.0
21786,22089,10.0
21770,21969,4.0
21659,22089,12.0
21757,22065,8.0
21774,21995,1.0
21696,21983,8.0
21909,22013,6.0
21639,21947,1.0
21639,22040,2.0
21678,21995,18.0
21811,22006,27.0
21892,22108,13.0
21639,22102,1.0
21639,21968,4.0
21639,22058,4.0
21639,22035,1.0
21639,22060,3.0
21639,21967,1.0
21898,22044,18.0
21639,22056,4.0
21639,22011,3.0
21639,22057,1.0
21639,21969,8.0
21639,21989,5.0
21639,21961,6.0
21639,21984,6.0
21639,22008,6.0
21732,22038,2.0
21779,22051,3.0
21639,22036,3.0
21639,21960,7.0
21639,21983,3.0
21639,22007,3.0
21777,22088,1.0
21886,22038,56.0
21642,21961,13.0
21906,22009,4.0
21905,22113,1.0
21905,21958,37.0
21647,21984,6.0
21905,21986,17.0
21940,21986,8.0
21919,21988,5.0
21905,22034,13.0
21647,21983,20.0
21905,21988,8.0
21621,22009,4.0
21905,22012,12.0
21905,22036,13.0
21905,22057,6.0
21647,22061,11.0
21720,21966,4.0
21905,21985,9.0
21647,22007,12.0
21621,22016,15.0
21678,22093,15.0
21905,21965,12.0
21720,21993,26.0
21905,22013,8.0
21621,21948,6.0
21621,21966,6.0
21621,21986,8.0
21836,21991,25.0
21709,22000,4.0
21621,22005,11.0
21647,22060,11.0
21647,21992,5.0
21905,21994,4.0
21621,21995,14.0
21647,22008,7.0
21647,22038,2.0
21647,22062,7.0
21621,22069,18.0
21840,22091,7.0
21905,22063,10.0
21709,22096,18.0
21621,22100,10.0
21621,22010,6.0
21647,22015,11.0
21919,22016,3.0
21642,21968,5.0
21642,22012,10.0
21647,21962,6.0
21647,22039,10.0
21770,21966,7.0
21647,22032,5.0
21647,21982,20.0
21919,22009,3.0
21647,22030,18.0
21647,22031,8.0
21647,22041,9.0
21647,21963,9.0
21919,21965,2.0
21647,21981,8.0
21772,22057,21.0
21647,22033,6.0
21919,21958,12.0
21647,21988,4.0
21647,22040,4.0
21769,22010,6.0
21681,22054,4.0
21749,22060,1.0
21711,22081,2.0
21711,22032,7.0
21711,22083,1.0
21711,22113,5.0
21815,22022,2.0
21711,22013,1.0
21711,21986,3.0
21885,22041,2.0
21772,21968,34.0
21835,22061,20.0
21798,21964,12.0
21752,21995,6.0
21659,22110,6.0
21727,21963,19.0
21918,22067,22.0
21752,22114,3.0
21918,22011,36.0
21836,22060,13.0
21730,21960,6.0
21642,21966,11.0
21727,22096,3.0
21798,22102,4.0
21642,22027,1.0
21798,22104,9.0
21717,22078,1.0
21609,22097,11.0
21710,21994,13.0
21779,22103,25.0
21653,22066,2.0
21727,22059,42.0
21609,22080,62.0
21862,22086,16.0
21723,22063,2.0
21779,22096,4.0
21898,22013,34.0
21934,22014,22.0
21715,22113,4.0
21710,22064,10.0
21939,22038,2.0
21723,21987,5.0
21718,21992,9.0
21723,21993,17.0
21723,21988,1.0
21615,22030,1.0
21853,22004,1.0
21791,22035,1.0
21865,22084,1.0
21898,21948,18.0
21879,21966,18.0
21776,21979,2.0
21944,21986,45.0
21783,21956,24.0
21630,22081,1.0
21753,22014,105.0
21753,21990,113.0
21753,22037,106.0
21753,22019,57.0
21640,22093,14.0
21787,22084,10.0
21826,21947,3.0
21752,22090,12.0
21809,22065,2.0
21787,21995,6.0
21737,21960,9.0
21718,22043,1.0
21718,22065,1.0
21718,22041,4.0
21625,22089,1.0
21625,22091,6.0
21815,22090,15.0
21740,22003,1.0
21740,22033,8.0
21758,22095,6.0
21939,22030,14.0
21939,21958,10.0
21939,21959,7.0
21886,21969,54.0
21939,22031,6.0
21621,22108,14.0
21826,22064,6.0
21888,21994,5.0
21918,21971,20.0
21782,22008,3.0
21630,22075,12.0
21638,21972,6.0
21645,21975,1.0
21645,22006,32.0
21914,21965,16.0
21823,21969,2.0
21811,22054,18.0
21642,22057,10.0
21730,22055,2.0
21730,21983,9.0
21730,22058,7.0
21730,22057,5.0
21730,21964,15.0
21730,22007,4.0
21730,21984,10.0
21730,22036,9.0
21936,22055,6.0
21730,21992,6.0
21730,21982,9.0
21730,22031,7.0
21653,21969,4.0
21653,21970,13.0
21881,22078,1.0
21871,22007,5.0
21787,21991,10.0
21770,22086,2.0
21667,21964,7.0
21879,21989,16.0
21800,22110,1.0
21681,22006,4.0
21809,21994,2.0
21862,22004,20.0
21779,22038,24.0
21779,22069,10.0
21806,22061,5.0
21940,21988,8.0
21806,21965,10.0
21806,21966,8.0
21638,22039,4.0
21842,22091,19.0
21769,21989,5.0
21811,22056,5.0
21934,22103,6.0
21688,22104,32.0
21923,22059,3.0
21913,22084,11.0
21757,22013,5.0
21815,22106,6.0
21922,22066,3.0
21840,22030,8.0
21862,21969,17.0
21898,22108,32.0
21609,22103,31.0
21896,21965,6.0
21905,22020,1.0
21842,22008,11.0
21693,22109,3.0
21652,22026,2.0
21792,22023,1.0
21710,22018,9.0
21792,21990,3.0
21792,21975,1.0
21697,22043,6.0
21697,21948,5.0
21637,22062,10.0
21697,22089,21.0
21697,21991,8.0
21913,22010,15.0
21697,22114,27.0
21815,22062,12.0
21871,22038,12.0
21757,22108,27.0
21765,22081,2.0
21765,22086,10.0
21815,22000,2.0
21928,22088,1.0
21753,22106,8.0
21640,22094,9.0
21601,22104,7.0
21758,22064,2.0
21820,21953,4.0
21731,22088,13.0
21763,22017,16.0
21720,21948,10.0
21727,22114,19.0
21738,22062,2.0
21637,22101,2.0
21928,21973,1.0
21838,22114,1.0
21890,22032,8.0
21718,22015,7.0
21720,22112,9.0
21825,22080,1.0
21842,22101,11.0
21763,22032,2.0
21842,22076,7.0
21842,22102,18.0
21825,22105,1.0
21752,22107,9.0
21778,21985,3.0
21842,22016,28.0
21638,22089,8.0
21678,21972,14.0
21770,22084,6.0
21752,22057,5.0
21625,22041,3.0
21862,22104,6.0
21763,22057,6.0
21678,22077,10.0
21753,22110,1.0
21905,22041,17.0
21688,22029,13.0
21786,22101,1.0
21842,22013,12.0
21710,21996,5.0
21763,22086,6.0
21786,21996,11.0
21758,22086,3.0
21785,22112,2.0
21630,21962,26.0
21748,22040,18.0
21748,21993,16.0
21934,22004,8.0
21713,22033,3.0
21779,22112,37.0
21609,21953,5.0
21752,22008,3.0
21905,22059,12.0
21783,21993,13.0
21807,22040,9.0
21666,21987,12.0
21739,21993,15.0
21905,22037,2.0
21807,22016,10.0
21772,22009,15.0
21927,22043,2.0
21732,22109,2.0
21914,22084,17.0
21763,22040,9.0
21922,22085,1.0
21798,22037,9.0
21876,21963,4.0
21770,21960,2.0
21718,21986,19.0
21696,22096,1.0
21944,21951,21.0
21668,22062,7.0
21668,22064,3.0
21710,22034,16.0
21630,21982,5.0
21785,22089,3.0
21708,22090,2.0
21933,22111,44.0
21666,21947,46.0
21925,22057,2.0
21630,21971,24.0
21750,22061,2.0
21786,22037,2.0
21786,22045,5.0
21774,22087,1.0
21640,22113,13.0
21713,22041,9.0
21753,22100,3.0
21769,22013,5.0
21888,21961,8.0
21843,22077,3.0
21767,22104,2.0
21748,21968,14.0
21813,22058,1.0
21886,22083,29.0
21914,22062,21.0
21841,22095,4.0
21748,22085,22.0
21687,22090,2.0
21748,22103,12.0
21871,22080,8.0
21847,22084,1.0
21668,22092,11.0
21763,22065,16.0
21678,22066,26.0
21871,21947,5.0
21871,21992,24.0
21779,22012,19.0
21888,22113,7.0
21926,21987,3.0
21769,21997,4.0
21635,22007,76.0
21697,21958,3.0
21697,22029,8.0
21697,21957,6.0
21697,22028,3.0
21697,21982,4.0
21697,22102,11.0
21798,21958,5.0
21697,21959,4.0
21697,22030,8.0
21697,21960,4.0
21798,22103,9.0
21798,21961,7.0
21697,21961,9.0
21798,22006,3.0
21697,22105,19.0
21697,22088,8.0
21697,22101,4.0
21697,22009,5.0
21697,22104,12.0
21815,21962,12.0
21697,21983,3.0
21697,21984,10.0
21697,22054,6.0
21697,21985,4.0
21697,22035,5.0
21798,21983,3.0
21798,22031,6.0
21697,22056,4.0
21697,22015,5.0
21697,22063,6.0
21697,22077,6.0
21697,21968,7.0
21798,22077,4.0
21871,22110,47.0
21798,21960,2.0
21697,22057,7.0
21697,22055,3.0
21697,21992,12.0
21798,22105,11.0
21798,21965,6.0
21798,22055,6.0
21798,22008,2.0
21697,22004,5.0
21697,21956,3.0
21697,22053,3.0
21798,22029,1.0
21798,21985,9.0
21798,22028,1.0
21934,21980,7.0
21819,22067,1.0
21705,22068,2.0
21753,22109,5.0
21809,22066,2.0
21739,22044,1.0
21705,22067,2.0
21621,21983,11.0
21842,22113,38.0
21750,22064,4.0
21765,22110,8.0
21718,22089,2.0
21842,22082,23.0
21836,22026,2.0
21809,22067,3.0
21772,22032,29.0
21836,22015,20.0
21769,22023,1.0
21793,21961,3.0
21772,21963,24.0
