user,catg,delta_times
491,21630,2.0
491,21914,4.0
491,21635,3.0
491,21733,1.0
491,21716,1.0
491,21666,2.0
491,21731,1.0
491,21899,1.0
491,21842,2.0
491,21609,1.0
491,21727,1.0
492,21623,1.0
492,21720,1.0
492,21757,2.0
492,21695,5.0
492,21637,2.0
492,21686,1.0
492,21666,7.0
492,21875,1.0
492,21609,1.0
492,21674,1.0
492,21936,3.0
492,21688,1.0
492,21835,1.0
492,21886,4.0
492,21918,1.0
492,21820,2.0
492,21783,1.0
492,21871,1.0
492,21817,1.0
492,21944,3.0
492,21630,2.0
492,21798,1.0
492,21721,1.0
493,21944,1.0
493,21913,1.0
494,21763,1.0
494,21635,4.0
494,21871,2.0
494,21835,1.0
494,21752,1.0
495,21635,5.0
495,21674,1.0
495,21933,5.0
495,21666,1.0
495,21688,3.0
495,21771,1.0
495,21630,1.0
495,21695,1.0
495,21898,1.0
495,21862,3.0
495,21609,4.0
495,21835,1.0
495,21720,1.0
495,21727,2.0
495,21851,1.0
495,21944,1.0
495,21645,1.0
495,21914,1.0
495,21779,1.0
495,21757,1.0
495,21739,1.0
496,21635,2.0
496,21934,2.0
496,21862,2.0
496,21944,1.0
496,21710,1.0
496,21637,1.0
496,21826,1.0
497,21842,1.0
497,21875,1.0
497,21914,1.0
498,21666,1.0
498,21879,1.0
498,21815,2.0
498,21886,1.0
499,21635,13.0
499,21688,9.0
499,21862,1.0
499,21887,6.0
499,21928,1.0
499,21753,2.0
499,21842,1.0
499,21835,1.0
499,21914,1.0
499,21757,1.0
499,21793,1.0
499,21658,1.0
500,21944,3.0
500,21635,2.0
500,21925,1.0
501,21609,3.0
501,21779,6.0
501,21635,1.0
502,21851,1.0
503,21635,14.0
503,21737,1.0
503,21757,1.0
503,21630,1.0
504,21914,8.0
504,21758,1.0
504,21666,5.0
504,21820,2.0
504,21885,2.0
504,21678,2.0
504,21638,1.0
504,21728,1.0
504,21842,1.0
504,21753,9.0
504,21806,1.0
504,21922,2.0
504,21718,1.0
504,21609,2.0
505,21835,1.0
505,21738,11.0
505,21630,5.0
505,21928,1.0
505,21620,1.0
505,21944,1.0
505,21886,3.0
505,21785,1.0
505,21666,3.0
505,21641,3.0
505,21635,2.0
505,21918,1.0
505,21753,2.0
505,21763,1.0
505,21771,1.0
505,21783,2.0
505,21820,1.0
506,21678,4.0
506,21776,1.0
506,21783,8.0
506,21896,3.0
506,21753,3.0
506,21748,2.0
506,21913,1.0
506,21874,2.0
506,21710,3.0
506,21933,5.0
506,21931,3.0
506,21752,2.0
506,21640,1.0
506,21739,1.0
506,21820,5.0
506,21817,1.0
506,21898,4.0
506,21918,6.0
506,21835,3.0
506,21671,1.0
506,21886,1.0
506,21666,5.0
506,21774,1.0
506,21862,2.0
506,21609,2.0
506,21645,1.0
506,21630,1.0
506,21842,5.0
506,21635,12.0
506,21944,5.0
506,21741,1.0
506,21762,1.0
506,21713,2.0
506,21750,1.0
506,21838,1.0
506,21848,3.0
506,21787,1.0
506,21815,1.0
506,21767,3.0
506,21611,1.0
506,21779,5.0
506,21875,2.0
506,21782,1.0
506,21601,1.0
506,21697,1.0
506,21890,1.0
506,21668,1.0
507,21718,1.0
507,21666,1.0
507,21835,1.0
507,21621,2.0
507,21630,1.0
507,21733,1.0
507,21609,1.0
507,21668,1.0
507,21918,1.0
507,21727,1.0
507,21635,1.0
507,21791,1.0
508,21645,15.0
508,21886,7.0
508,21666,1.0
508,21779,1.0
508,21820,3.0
508,21896,7.0
508,21899,1.0
508,21709,1.0
508,21944,3.0
508,21652,1.0
508,21898,3.0
508,21769,5.0
508,21786,1.0
508,21681,1.0
508,21720,1.0
508,21688,1.0
508,21792,1.0
508,21933,3.0
509,21630,1.0
509,21835,1.0
509,21926,1.0
509,21763,1.0
509,21934,2.0
509,21871,1.0
509,21688,1.0
509,21635,1.0
509,21762,2.0
509,21757,1.0
509,21914,1.0
509,21668,1.0
509,21713,1.0
510,21688,6.0
510,21783,1.0
510,21862,2.0
510,21671,1.0
510,21733,1.0
510,21635,4.0
510,21913,1.0
510,21638,1.0
510,21944,1.0
510,21835,1.0
511,21914,1.0
511,21944,2.0
512,21720,2.0
512,21779,2.0
512,21771,1.0
512,21635,1.0
512,21733,1.0
512,21786,1.0
513,21944,1.0
513,21733,1.0
514,21678,1.0
514,21609,1.0
515,21898,1.0
515,21871,1.0
516,21739,1.0
516,21635,1.0
517,21635,5.0
517,21886,6.0
517,21862,2.0
517,21609,2.0
518,21842,2.0
518,21642,3.0
518,21720,2.0
518,21666,1.0
518,21705,1.0
518,21934,5.0
518,21639,1.0
518,21753,2.0
518,21678,1.0
518,21826,1.0
518,21805,1.0
518,21944,1.0
518,21815,1.0
518,21913,1.0
518,21784,1.0
519,21756,1.0
519,21653,1.0
519,21635,1.0
519,21659,1.0
519,21668,1.0
519,21815,1.0
519,21615,1.0
519,21918,1.0
519,21609,3.0
519,21871,1.0
519,21931,1.0
520,21635,5.0
520,21913,2.0
520,21939,11.0
520,21678,1.0
520,21879,1.0
520,21798,1.0
520,21688,2.0
520,21862,1.0
520,21835,2.0
520,21944,3.0
520,21666,1.0
520,21620,1.0
520,21727,2.0
521,21787,1.0
521,21738,1.0
521,21668,1.0
521,21727,1.0
521,21871,4.0
521,21944,2.0
521,21786,1.0
521,21666,1.0
522,21944,1.0
523,21944,1.0
523,21914,1.0
523,21783,1.0
523,21674,1.0
523,21913,1.0
523,21840,2.0
523,21720,1.0
523,21815,1.0
523,21688,3.0
523,21666,3.0
523,21890,1.0
523,21680,1.0
523,21856,1.0
523,21879,1.0
523,21835,1.0
523,21771,1.0
524,21808,3.0
524,21792,2.0
524,21609,3.0
524,21888,1.0
524,21737,1.0
524,21926,2.0
524,21886,1.0
524,21678,2.0
525,21944,1.0
526,21944,9.0
526,21681,1.0
526,21886,3.0
526,21756,1.0
526,21906,6.0
526,21770,2.0
526,21892,4.0
526,21753,3.0
526,21688,5.0
526,21696,7.0
526,21762,2.0
526,21678,10.0
526,21862,1.0
526,21857,1.0
526,21879,1.0
526,21890,1.0
526,21738,5.0
526,21609,5.0
526,21635,2.0
526,21645,1.0
526,21642,1.0
526,21697,2.0
526,21782,1.0
526,21769,1.0
526,21638,2.0
526,21763,1.0
526,21796,1.0
526,21840,1.0
526,21836,2.0
527,21645,8.0
527,21783,2.0
527,21635,2.0
527,21713,1.0
527,21734,8.0
527,21792,2.0
527,21720,1.0
527,21914,1.0
528,21944,3.0
528,21666,3.0
528,21798,1.0
528,21913,3.0
528,21720,1.0
528,21898,3.0
528,21609,1.0
528,21914,1.0
528,21688,1.0
529,21935,1.0
530,21886,4.0
530,21752,2.0
530,21631,1.0
530,21798,1.0
530,21705,1.0
530,21635,1.0
530,21944,1.0
530,21609,1.0
530,21842,1.0
530,21666,1.0
531,21609,1.0
532,21601,1.0
532,21898,2.0
532,21688,3.0
532,21770,1.0
532,21862,1.0
533,21635,1.0
533,21891,1.0
533,21720,1.0
533,21898,1.0
533,21815,1.0
533,21886,1.0
533,21753,1.0
533,21757,1.0
534,21718,2.0
534,21635,2.0
534,21891,1.0
534,21898,3.0
534,21815,1.0
534,21762,1.0
534,21666,1.0
535,21666,21.0
535,21860,2.0
535,21913,1.0
535,21815,4.0
535,21934,1.0
535,21783,5.0
535,21862,1.0
535,21914,1.0
535,21641,1.0
535,21879,3.0
535,21630,8.0
535,21713,3.0
535,21786,1.0
535,21848,1.0
535,21944,1.0
535,21899,1.0
535,21886,1.0
536,21798,2.0
536,21635,6.0
536,21879,1.0
536,21857,3.0
536,21688,2.0
536,21842,1.0
536,21886,1.0
536,21817,1.0
536,21731,1.0
536,21944,2.0
537,21678,1.0
537,21763,1.0
537,21886,8.0
537,21638,3.0
537,21815,2.0
537,21892,1.0
537,21799,1.0
537,21890,3.0
537,21769,1.0
537,21842,1.0
537,21753,1.0
537,21914,1.0
537,21734,1.0
537,21899,1.0
537,21772,1.0
537,21668,1.0
537,21688,1.0
537,21666,1.0
537,21748,1.0
537,21898,1.0
537,21754,1.0
538,21609,1.0
539,21779,1.0
539,21710,1.0
540,21842,1.0
540,21895,1.0
540,21944,5.0
540,21891,1.0
540,21854,1.0
540,21914,1.0
540,21741,1.0
540,21609,2.0
540,21710,1.0
540,21668,1.0
541,21769,3.0
541,21836,2.0
541,21642,1.0
541,21772,2.0
541,21753,6.0
541,21635,3.0
541,21653,1.0
541,21630,1.0
541,21733,1.0
542,21688,1.0
542,21862,25.0
542,21681,1.0
542,21888,2.0
542,21913,9.0
542,21872,1.0
542,21608,1.0
542,21635,8.0
542,21895,1.0
542,21944,3.0
542,21666,3.0
542,21630,2.0
542,21667,1.0
543,21635,16.0
543,21898,3.0
543,21933,7.0
543,21871,2.0
543,21727,1.0
543,21637,8.0
543,21784,2.0
543,21918,8.0
543,21638,3.0
543,21886,2.0
543,21666,2.0
543,21630,1.0
543,21753,3.0
543,21748,3.0
543,21835,1.0
543,21609,3.0
543,21811,1.0
543,21879,2.0
543,21739,1.0
543,21934,3.0
543,21862,1.0
543,21859,7.0
543,21944,2.0
543,21914,1.0
543,21670,1.0
544,21748,6.0
544,21666,4.0
544,21638,2.0
544,21918,2.0
544,21869,1.0
544,21603,1.0
544,21609,2.0
544,21620,1.0
544,21695,1.0
544,21660,1.0
544,21635,1.0
544,21835,1.0
544,21871,1.0
544,21886,1.0
544,21656,2.0
544,21604,1.0
545,21688,4.0
545,21727,1.0
545,21933,1.0
545,21879,1.0
546,21635,3.0
546,21737,1.0
547,21836,3.0
547,21635,5.0
547,21630,2.0
548,21914,1.0
548,21835,1.0
549,21666,5.0
549,21874,1.0
549,21635,5.0
549,21753,7.0
549,21641,1.0
549,21934,2.0
549,21928,1.0
549,21820,1.0
549,21783,3.0
549,21876,5.0
549,21620,1.0
549,21630,2.0
549,21738,1.0
549,21835,1.0
550,21635,7.0
550,21774,2.0
550,21898,14.0
550,21907,1.0
550,21688,4.0
550,21609,3.0
550,21737,1.0
550,21784,1.0
550,21944,6.0
550,21895,1.0
550,21914,2.0
550,21733,1.0
550,21715,1.0
550,21770,1.0
550,21783,1.0
550,21879,1.0
550,21734,1.0
551,21815,1.0
551,21733,3.0
551,21771,1.0
551,21619,1.0
551,21638,2.0
551,21934,3.0
551,21635,3.0
551,21836,1.0
551,21639,1.0
551,21898,1.0
551,21666,2.0
551,21813,1.0
551,21891,1.0
551,21786,1.0
551,21819,1.0
551,21753,2.0
551,21710,1.0
551,21879,1.0
551,21705,1.0
551,21886,2.0
551,21642,1.0
552,21615,1.0
552,21841,1.0
552,21815,1.0
552,21666,2.0
552,21713,2.0
552,21753,1.0
552,21820,2.0
552,21944,2.0
552,21914,1.0
553,21740,1.0
553,21739,1.0
553,21944,1.0
553,21638,1.0
553,21635,1.0
554,21635,22.0
554,21645,4.0
554,21944,1.0
554,21820,2.0
554,21771,1.0
554,21688,8.0
554,21913,1.0
554,21630,2.0
554,21817,1.0
554,21857,17.0
554,21885,1.0
554,21842,1.0
554,21783,2.0
554,21833,2.0
554,21659,1.0
554,21848,2.0
554,21733,2.0
554,21638,1.0
554,21678,1.0
554,21798,1.0
554,21928,1.0
554,21886,1.0
555,21638,2.0
555,21927,1.0
555,21787,1.0
555,21630,4.0
555,21820,3.0
555,21763,1.0
555,21891,1.0
555,21786,1.0
555,21913,1.0
555,21640,1.0
555,21609,4.0
555,21635,2.0
555,21739,1.0
555,21835,1.0
555,21944,3.0
555,21713,1.0
555,21620,1.0
555,21869,1.0
556,21635,1.0
556,21944,3.0
556,21820,2.0
556,21778,1.0
556,21748,1.0
557,21886,11.0
557,21815,5.0
557,21635,3.0
557,21933,4.0
557,21666,1.0
557,21871,3.0
557,21862,5.0
557,21779,2.0
557,21914,1.0
557,21756,1.0
557,21753,3.0
557,21618,1.0
557,21802,1.0
557,21714,1.0
557,21879,3.0
557,21942,1.0
557,21706,1.0
557,21709,2.0
557,21819,1.0
557,21820,1.0
557,21692,1.0
557,21836,1.0
557,21733,1.0
557,21778,1.0
557,21934,2.0
557,21890,1.0
558,21791,4.0
558,21678,2.0
558,21753,10.0
558,21635,2.0
558,21638,1.0
558,21899,1.0
558,21857,1.0
559,21944,7.0
559,21637,1.0
559,21939,2.0
559,21635,4.0
559,21757,1.0
559,21718,1.0
559,21720,1.0
559,21807,5.0
559,21786,1.0
559,21662,1.0
559,21934,2.0
559,21713,1.0
559,21739,1.0
559,21879,1.0
559,21886,1.0
559,21705,1.0
559,21727,1.0
560,21862,3.0
560,21637,4.0
560,21783,2.0
560,21933,4.0
560,21739,20.0
560,21896,47.0
560,21630,2.0
560,21635,4.0
560,21688,1.0
560,21833,5.0
560,21913,1.0
560,21918,3.0
560,21699,1.0
560,21609,2.0
560,21914,1.0
560,21811,1.0
560,21762,1.0
560,21944,1.0
560,21888,1.0
560,21898,3.0
560,21752,1.0
560,21678,1.0
560,21886,2.0
560,21720,1.0
560,21885,1.0
560,21733,1.0
561,21739,16.0
561,21886,2.0
561,21635,2.0
561,21688,1.0
562,21748,33.0
562,21630,1.0
562,21609,1.0
562,21871,1.0
562,21933,1.0
562,21886,2.0
562,21891,1.0
562,21835,1.0
562,21739,6.0
562,21710,1.0
563,21645,56.0
563,21638,1.0
563,21686,1.0
563,21879,5.0
563,21739,5.0
563,21805,1.0
563,21909,1.0
563,21797,1.0
563,21869,1.0
563,21710,2.0
563,21666,1.0
563,21771,1.0
563,21843,2.0
563,21944,3.0
563,21784,1.0
563,21635,1.0
563,21898,1.0
563,21890,2.0
563,21759,1.0
563,21741,1.0
564,21615,1.0
564,21692,1.0
564,21898,1.0
564,21758,1.0
565,21836,1.0
566,21886,4.0
566,21621,2.0
566,21869,1.0
566,21892,2.0
566,21601,1.0
566,21896,1.0
566,21609,6.0
566,21782,3.0
566,21769,2.0
566,21836,1.0
566,21779,1.0
566,21934,1.0
567,21934,1.0
567,21635,1.0
567,21886,1.0
567,21754,1.0
567,21705,1.0
567,21778,1.0
567,21638,1.0
567,21771,1.0
567,21817,1.0
567,21709,1.0
567,21666,2.0
568,21838,1.0
568,21815,1.0
569,21886,17.0
569,21896,18.0
569,21918,4.0
569,21748,2.0
569,21898,3.0
569,21933,5.0
569,21862,2.0
569,21678,2.0
569,21890,1.0
569,21675,1.0
569,21635,1.0
570,21890,2.0
570,21688,8.0
570,21836,1.0
570,21609,4.0
570,21886,5.0
570,21630,1.0
570,21635,3.0
570,21779,1.0
570,21730,1.0
570,21752,1.0
570,21763,1.0
570,21709,1.0
571,21841,1.0
571,21786,1.0
571,21815,1.0
571,21778,1.0
571,21748,2.0
571,21615,2.0
571,21834,2.0
571,21753,2.0
571,21640,1.0
571,21926,1.0
571,21678,1.0
571,21931,1.0
572,21756,2.0
572,21898,2.0
572,21944,1.0
572,21635,1.0
573,21933,1.0
573,21886,3.0
573,21926,2.0
573,21688,1.0
573,21898,1.0
573,21769,2.0
573,21792,1.0
573,21811,1.0
573,21906,1.0
573,21779,2.0
573,21609,2.0
573,21737,1.0
573,21674,1.0
573,21678,1.0
573,21733,1.0
574,21653,1.0
574,21871,5.0
574,21918,2.0
574,21944,4.0
574,21635,42.0
574,21609,1.0
574,21783,2.0
574,21886,2.0
574,21630,2.0
574,21688,1.0
574,21666,2.0
574,21820,1.0
574,21899,1.0
574,21678,1.0
574,21815,1.0
574,21710,1.0
574,21638,1.0
575,21609,1.0
576,21678,1.0
576,21862,1.0
576,21635,7.0
576,21730,4.0
576,21798,1.0
576,21779,2.0
576,21898,1.0
576,21601,1.0
576,21667,1.0
576,21914,3.0
576,21835,1.0
576,21666,1.0
576,21674,1.0
576,21879,1.0
576,21944,1.0
577,21753,22.0
577,21635,3.0
577,21932,4.0
577,21666,1.0
577,21944,1.0
578,21659,1.0
578,21909,1.0
578,21666,4.0
578,21720,5.0
578,21668,1.0
578,21733,1.0
578,21820,1.0
578,21826,1.0
578,21713,1.0
578,21710,2.0
578,21934,1.0
578,21763,1.0
578,21635,1.0
578,21885,1.0
579,21842,1.0
579,21615,1.0
579,21778,1.0
579,21728,1.0
579,21640,1.0
580,21862,1.0
580,21678,1.0
580,21944,6.0
580,21630,1.0
580,21748,1.0
581,21733,1.0
581,21934,1.0
582,21899,1.0
582,21607,1.0
582,21842,2.0
582,21840,1.0
582,21886,4.0
582,21657,1.0
582,21944,1.0
583,21753,5.0
583,21944,4.0
584,21892,1.0
584,21769,1.0
585,21739,3.0
585,21738,1.0
585,21944,3.0
585,21753,3.0
585,21865,1.0
585,21905,2.0
585,21718,1.0
586,21739,7.0
586,21666,3.0
586,21891,1.0
586,21686,1.0
586,21638,2.0
586,21733,1.0
586,21857,1.0
586,21763,1.0
586,21884,1.0
587,21762,1.0
587,21944,1.0
588,21886,1.0
588,21681,1.0
588,21862,1.0
588,21798,1.0
588,21913,1.0
589,21914,2.0
589,21635,2.0
589,21757,1.0
589,21899,1.0
589,21886,1.0
590,21638,1.0
590,21879,1.0
590,21934,1.0
590,21630,1.0
590,21907,2.0
590,21815,1.0
590,21668,2.0
590,21891,1.0
590,21688,1.0
590,21757,1.0
590,21609,1.0
590,21788,1.0
590,21862,1.0
590,21659,1.0
590,21748,1.0
591,21944,2.0
591,21888,1.0
591,21737,1.0
591,21640,1.0
591,21890,1.0
592,21630,3.0
592,21914,3.0
592,21835,2.0
592,21857,3.0
592,21715,1.0
592,21783,2.0
592,21609,1.0
592,21811,1.0
592,21842,1.0
592,21757,1.0
592,21944,1.0
592,21642,1.0
593,21720,1.0
593,21899,1.0
593,21688,2.0
593,21835,1.0
593,21642,2.0
593,21914,1.0
594,21922,2.0
594,21842,2.0
594,21645,2.0
594,21666,2.0
594,21630,1.0
594,21801,1.0
594,21730,2.0
594,21678,1.0
594,21824,6.0
594,21610,1.0
594,21751,1.0
594,21840,2.0
594,21899,1.0
594,21739,1.0
594,21898,1.0
594,21752,1.0
594,21773,1.0
594,21787,1.0
594,21732,1.0
594,21710,1.0
594,21618,1.0
594,21862,1.0
594,21635,1.0
594,21609,1.0
594,21784,1.0
594,21871,1.0
594,21944,1.0
595,21815,1.0
595,21642,1.0
595,21805,1.0
595,21879,5.0
595,21686,1.0
595,21720,1.0
595,21647,1.0
595,21753,2.0
595,21742,1.0
595,21718,1.0
595,21667,1.0
595,21774,1.0
595,21635,1.0
595,21842,1.0
595,21678,1.0
596,21609,3.0
596,21798,1.0
596,21715,2.0
596,21918,1.0
596,21914,3.0
597,21914,1.0
597,21939,2.0
597,21710,1.0
597,21739,2.0
597,21607,1.0
597,21892,1.0
597,21635,2.0
597,21899,1.0
597,21944,1.0
597,21714,1.0
597,21934,1.0
597,21809,1.0
597,21727,1.0
597,21652,1.0
598,21914,1.0
598,21688,1.0
599,21835,1.0
599,21779,1.0
600,21842,1.0
600,21759,1.0
600,21605,1.0
600,21944,2.0
600,21899,1.0
600,21711,1.0
600,21795,2.0
600,21688,1.0
600,21720,2.0
600,21645,1.0
600,21928,1.0
600,21891,1.0
600,21739,5.0
600,21642,1.0
601,21642,1.0
601,21933,1.0
601,21666,1.0
601,21609,1.0
601,21944,1.0
601,21835,1.0
601,21833,2.0
601,21886,1.0
601,21815,1.0
601,21739,1.0
601,21645,1.0
601,21661,2.0
601,21879,1.0
601,21697,1.0
601,21826,1.0
601,21926,1.0
602,21899,2.0
602,21635,3.0
602,21842,1.0
602,21825,4.0
602,21879,1.0
602,21619,1.0
602,21715,1.0
602,21630,1.0
602,21688,3.0
602,21840,2.0
602,21770,1.0
602,21944,1.0
602,21862,2.0
602,21604,1.0
602,21739,1.0
602,21666,1.0
602,21753,2.0
602,21711,1.0
602,21609,1.0
603,21621,2.0
603,21753,3.0
603,21635,3.0
603,21754,2.0
603,21678,1.0
603,21617,1.0
603,21748,1.0
603,21836,1.0
604,21635,10.0
604,21898,45.0
604,21892,13.0
604,21733,5.0
604,21783,7.0
604,21771,1.0
604,21688,3.0
604,21815,5.0
604,21609,4.0
604,21659,1.0
604,21879,1.0
605,21645,1.0
606,21720,1.0
606,21635,3.0
606,21752,2.0
606,21817,1.0
606,21944,2.0
606,21666,3.0
606,21753,4.0
606,21705,1.0
606,21770,1.0
606,21688,1.0
606,21886,1.0
606,21798,2.0
606,21680,1.0
606,21630,1.0
606,21667,1.0
607,21642,14.0
607,21635,5.0
607,21857,4.0
607,21688,1.0
607,21944,1.0
607,21753,1.0
607,21917,1.0
607,21678,2.0
607,21926,1.0
607,21932,3.0
607,21803,1.0
607,21681,2.0
607,21826,2.0
607,21666,1.0
607,21890,1.0
607,21836,1.0
607,21659,1.0
607,21779,1.0
607,21733,1.0
607,21879,1.0
607,21862,1.0
608,21659,23.0
608,21688,1.0
608,21836,1.0
608,21635,2.0
608,21934,1.0
608,21737,1.0
608,21678,1.0
608,21808,1.0
608,21898,2.0
608,21804,1.0
608,21823,1.0
608,21640,1.0
608,21791,1.0
608,21666,1.0
609,21609,22.0
609,21715,3.0
609,21688,28.0
609,21933,30.0
609,21898,1.0
609,21816,3.0
609,21836,3.0
609,21886,5.0
609,21635,28.0
609,21840,1.0
609,21875,1.0
609,21823,1.0
609,21890,2.0
609,21756,1.0
609,21678,15.0
609,21918,4.0
609,21753,12.0
609,21815,2.0
609,21914,2.0
609,21693,1.0
609,21832,2.0
609,21934,1.0
610,21892,2.0
610,21835,1.0
610,21635,1.0
610,21886,1.0
610,21898,1.0
610,21753,1.0
610,21666,1.0
610,21939,2.0
610,21688,1.0
610,21752,1.0
610,21630,1.0
610,21881,1.0
611,21879,5.0
611,21862,1.0
611,21739,4.0
611,21647,1.0
611,21934,1.0
611,21857,2.0
611,21678,1.0
611,21753,1.0
611,21609,1.0
611,21944,1.0
611,21809,1.0
611,21833,1.0
611,21718,1.0
611,21730,1.0
611,21738,1.0
611,21932,1.0
611,21784,1.0
612,21888,2.0
612,21783,6.0
612,21809,1.0
612,21635,5.0
612,21892,3.0
612,21944,9.0
612,21890,3.0
612,21723,1.0
612,21753,4.0
612,21613,1.0
612,21680,1.0
612,21733,6.0
612,21625,1.0
612,21681,1.0
612,21645,2.0
612,21739,1.0
612,21710,7.0
612,21763,1.0
612,21772,1.0
612,21779,5.0
612,21738,1.0
612,21630,1.0
612,21727,1.0
612,21879,1.0
613,21713,1.0
613,21758,28.0
613,21688,15.0
613,21635,18.0
613,21798,2.0
613,21720,1.0
613,21666,3.0
613,21844,2.0
613,21913,2.0
613,21885,3.0
613,21879,1.0
613,21914,1.0
613,21638,1.0
613,21615,1.0
613,21625,1.0
614,21944,5.0
614,21681,1.0
614,21635,2.0
614,21666,1.0
614,21886,1.0
615,21739,52.0
615,21666,2.0
615,21879,2.0
615,21774,5.0
615,21815,2.0
615,21819,2.0
615,21638,1.0
615,21707,1.0
615,21840,2.0
615,21842,2.0
615,21678,1.0
615,21825,1.0
615,21783,2.0
615,21914,1.0
615,21642,2.0
615,21771,2.0
615,21797,1.0
615,21934,3.0
615,21733,1.0
615,21753,2.0
615,21737,1.0
615,21630,1.0
615,21720,1.0
615,21779,1.0
615,21674,1.0
615,21875,1.0
615,21635,1.0
615,21619,1.0
616,21807,16.0
616,21609,3.0
616,21720,1.0
617,21944,1.0
617,21632,1.0
618,21842,3.0
618,21888,3.0
618,21835,2.0
618,21635,2.0
618,21769,3.0
618,21779,1.0
618,21934,1.0
618,21609,1.0
618,21812,1.0
618,21944,2.0
618,21886,1.0
618,21914,2.0
618,21928,1.0
619,21739,1.0
619,21848,1.0
620,21891,2.0
620,21635,4.0
620,21835,1.0
620,21922,1.0
620,21637,2.0
620,21686,2.0
620,21786,1.0
620,21783,1.0
620,21630,1.0
620,21695,5.0
620,21666,2.0
620,21676,1.0
620,21848,1.0
620,21752,1.0
620,21638,1.0
620,21860,1.0
620,21748,1.0
621,21609,5.0
621,21932,8.0
621,21772,6.0
621,21737,1.0
621,21635,2.0
621,21933,1.0
621,21918,1.0
621,21630,2.0
621,21652,2.0
621,21944,2.0
621,21666,1.0
621,21688,2.0
621,21907,4.0
621,21681,1.0
621,21779,1.0
621,21640,1.0
622,21609,1.0
622,21779,1.0
623,21898,33.0
623,21688,1.0
623,21842,2.0
623,21699,1.0
623,21896,8.0
623,21886,6.0
623,21804,7.0
623,21728,1.0
623,21635,21.0
623,21891,1.0
623,21913,1.0
623,21783,2.0
623,21862,3.0
623,21811,3.0
623,21933,1.0
623,21678,4.0
623,21647,1.0
623,21820,1.0
623,21693,1.0
624,21779,5.0
624,21635,3.0
624,21926,1.0
624,21862,1.0
624,21913,1.0
624,21842,1.0
624,21886,2.0
624,21633,1.0
625,21695,29.0
625,21733,3.0
625,21820,2.0
625,21907,1.0
625,21932,27.0
625,21635,3.0
625,21914,1.0
625,21771,1.0
625,21842,1.0
625,21607,1.0
625,21857,2.0
625,21693,1.0
626,21753,1.0
626,21834,1.0
626,21914,1.0
626,21840,1.0
626,21604,2.0
626,21899,1.0
626,21820,5.0
626,21650,1.0
626,21619,2.0
626,21706,1.0
626,21640,1.0
626,21688,2.0
626,21635,1.0
626,21823,1.0
626,21666,1.0
626,21913,1.0
627,21914,1.0
627,21688,3.0
627,21635,6.0
627,21898,1.0
627,21886,3.0
627,21666,1.0
627,21727,2.0
627,21771,1.0
628,21635,2.0
628,21779,3.0
628,21862,3.0
628,21921,1.0
628,21753,5.0
628,21609,1.0
628,21898,1.0
628,21688,1.0
628,21765,1.0
628,21835,2.0
628,21641,2.0
628,21928,1.0
629,21635,2.0
629,21601,2.0
629,21787,1.0
629,21609,1.0
629,21771,1.0
629,21859,1.0
629,21815,1.0
629,21899,1.0
629,21798,1.0
630,21645,9.0
630,21666,2.0
630,21733,1.0
630,21944,1.0
631,21738,1.0
631,21769,1.0
631,21798,1.0
631,21703,1.0
631,21886,1.0
632,21835,1.0
632,21890,1.0
632,21871,1.0
632,21635,1.0
633,21727,3.0
633,21737,4.0
633,21931,107.0
633,21666,6.0
633,21733,2.0
633,21754,1.0
633,21895,14.0
633,21889,1.0
633,21840,1.0
633,21820,1.0
633,21836,1.0
633,21888,1.0
633,21635,1.0
633,21739,2.0
633,21823,1.0
633,21609,3.0
633,21786,1.0
633,21696,23.0
633,21772,1.0
633,21906,1.0
634,21806,1.0
634,21859,1.0
634,21762,4.0
635,21635,15.0
635,21666,1.0
635,21820,1.0
635,21886,1.0
635,21779,1.0
635,21771,1.0
636,21833,1.0
636,21779,1.0
636,21635,1.0
637,21678,1.0
637,21836,2.0
637,21783,1.0
637,21635,7.0
637,21914,2.0
637,21666,1.0
637,21787,2.0
637,21944,1.0
637,21621,2.0
637,21668,2.0
637,21630,1.0
637,21892,3.0
637,21898,1.0
638,21779,2.0
639,21835,3.0
639,21886,4.0
639,21820,3.0
639,21609,2.0
639,21678,1.0
639,21798,1.0
639,21702,1.0
639,21765,1.0
639,21635,2.0
639,21944,2.0
639,21779,2.0
639,21899,1.0
639,21688,1.0
640,21944,5.0
640,21825,1.0
640,21635,1.0
640,21862,2.0
640,21750,1.0
640,21881,2.0
640,21688,1.0
640,21710,1.0
640,21642,1.0
640,21824,1.0
641,21727,1.0
641,21862,1.0
641,21898,2.0
641,21944,1.0
641,21635,5.0
641,21753,5.0
641,21688,2.0
641,21879,1.0
641,21783,5.0
641,21763,2.0
641,21609,1.0
641,21630,1.0
642,21931,18.0
642,21609,3.0
642,21763,1.0
642,21688,3.0
642,21710,1.0
642,21898,1.0
642,21842,1.0
642,21798,2.0
642,21840,1.0
642,21678,1.0
642,21879,1.0
642,21739,3.0
642,21934,3.0
642,21715,1.0
642,21928,1.0
642,21899,1.0
642,21806,1.0
642,21815,1.0
643,21748,4.0
643,21898,21.0
643,21635,16.0
643,21886,4.0
643,21609,1.0
643,21871,2.0
643,21678,11.0
643,21752,1.0
643,21782,7.0
643,21918,1.0
643,21842,3.0
643,21779,1.0
643,21896,4.0
643,21835,1.0
