user,poi,delta_times
1164,8298,1.0
1164,8222,2.0
1164,17428,1.0
1164,18596,1.0
1164,13389,1.0
1164,12650,1.0
1164,10745,1.0
1164,16725,1.0
1164,16511,1.0
1164,19675,1.0
1164,21433,1.0
1164,13514,1.0
1164,9239,1.0
1164,11595,3.0
1164,11736,1.0
1164,14887,1.0
1164,13829,1.0
1164,8517,1.0
1164,20763,1.0
1165,13085,3.0
1165,16900,2.0
1165,9615,1.0
1165,14106,1.0
1165,8517,1.0
1165,18582,1.0
1166,8652,1.0
1167,8416,4.0
1167,19931,2.0
1167,10241,1.0
1167,13099,1.0
1168,16646,2.0
1168,16008,1.0
1168,19507,1.0
1168,10070,1.0
1168,8517,5.0
1168,18980,1.0
1168,9696,1.0
1168,7468,1.0
1168,9298,1.0
1168,11090,1.0
1168,19148,1.0
1168,16222,1.0
1168,8126,1.0
1169,14919,1.0
1169,7249,1.0
1169,8614,2.0
1169,8038,1.0
1169,20497,1.0
1169,17726,1.0
1169,16103,1.0
1169,16406,2.0
1169,20811,1.0
1169,17086,1.0
1169,15927,1.0
1170,18189,1.0
1170,16178,1.0
1170,13602,2.0
1170,21162,1.0
1170,19224,1.0
1170,17643,1.0
1170,7968,2.0
1170,9908,1.0
1170,18504,1.0
1170,12985,1.0
1170,13012,1.0
1170,14104,1.0
1170,15936,2.0
1170,17022,1.0
1170,18537,1.0
1170,14284,1.0
1171,20902,1.0
1171,18649,2.0
1171,18326,1.0
1171,7491,2.0
1171,15978,1.0
1171,13078,1.0
1171,9866,1.0
1171,14124,1.0
1171,18294,1.0
1171,15378,1.0
1171,19557,1.0
1171,11190,1.0
1171,20434,1.0
1172,15319,1.0
1172,9704,1.0
1172,19666,1.0
1172,18484,1.0
1172,17623,1.0
1172,19821,1.0
1172,11623,1.0
1172,7310,1.0
1172,11277,2.0
1172,14534,3.0
1172,17804,2.0
1172,14790,1.0
1172,9458,1.0
1172,10504,2.0
1172,16286,1.0
1172,17563,1.0
1172,9833,1.0
1172,9624,1.0
1172,19003,1.0
1173,8416,2.0
1174,18606,1.0
1174,12501,1.0
1174,14124,1.0
1174,20540,1.0
1174,19139,1.0
1174,21414,1.0
1174,18740,1.0
1174,16747,2.0
1174,20624,1.0
1174,7232,1.0
1174,14556,1.0
1175,21376,1.0
1176,21452,1.0
1176,16178,2.0
1176,17770,1.0
1176,9481,1.0
1176,12338,1.0
1176,20021,1.0
1176,9005,1.0
1177,15761,3.0
1177,18311,1.0
1177,14232,2.0
1177,7682,3.0
1177,7373,1.0
1177,20743,2.0
1177,19368,3.0
1177,7324,1.0
1177,20304,1.0
1177,20797,1.0
1178,14485,1.0
1179,16294,2.0
1179,12649,1.0
1179,19407,1.0
1179,20179,1.0
1179,20515,57.0
1179,15995,5.0
1179,21048,1.0
1179,20000,1.0
1179,20073,1.0
1179,20272,1.0
1179,16581,2.0
1179,11115,1.0
1179,14100,1.0
1179,15639,1.0
1179,18590,1.0
1179,8981,1.0
1179,21477,1.0
1179,16802,1.0
1179,7711,1.0
1179,20590,1.0
1179,18615,2.0
1179,12010,1.0
1179,21018,1.0
1179,12927,1.0
1179,18264,1.0
1179,10389,1.0
1179,17766,1.0
1179,14131,1.0
1179,10615,1.0
1179,19837,1.0
1179,14124,2.0
1179,16680,1.0
1179,15827,1.0
1179,13655,1.0
1179,11345,1.0
1179,18698,1.0
1179,19513,1.0
1179,15992,1.0
1179,11964,1.0
1179,15816,1.0
1179,17561,1.0
1179,21130,1.0
1179,9806,1.0
1179,9678,1.0
1180,9240,1.0
1180,15761,1.0
1180,12216,2.0
1180,20132,1.0
1180,21322,1.0
1180,16065,2.0
1180,13523,1.0
1180,18580,1.0
1181,15817,1.0
1181,17623,1.0
1181,20314,1.0
1181,19673,1.0
1181,13192,1.0
1182,11913,1.0
1182,20943,1.0
1182,14835,1.0
1182,16725,1.0
1182,8517,1.0
1182,17422,1.0
1182,21151,1.0
1182,20959,1.0
1182,18224,1.0
1182,12405,1.0
1182,17054,1.0
1182,16818,1.0
1183,10862,2.0
1183,13760,1.0
1183,13202,1.0
1184,19242,8.0
1184,17782,1.0
1184,7968,2.0
1184,12347,1.0
1184,12391,1.0
1184,18875,2.0
1184,11562,1.0
1185,7249,1.0
1185,14345,1.0
1185,17827,1.0
1185,16404,1.0
1185,12659,4.0
1185,20426,1.0
1185,11600,1.0
1185,16373,1.0
1185,19386,1.0
1185,17588,1.0
1185,16225,1.0
1185,18744,2.0
1185,9245,1.0
1185,14559,1.0
1186,8109,3.0
1186,8331,5.0
1186,16081,2.0
1186,12988,1.0
1186,12184,1.0
1186,9852,1.0
1186,20943,1.0
1186,11505,1.0
1186,17109,1.0
1186,20428,1.0
1186,16236,1.0
1186,14601,2.0
1186,11507,1.0
1186,18637,1.0
1186,14257,2.0
1186,18137,1.0
1186,14219,1.0
1186,13471,2.0
1186,10942,5.0
1186,7438,1.0
1186,12695,1.0
1186,18732,1.0
1186,13396,1.0
1186,19673,1.0
1186,9533,1.0
1186,10274,1.0
1186,11143,1.0
1186,13687,1.0
1186,16655,1.0
1186,9339,1.0
1186,8459,1.0
1186,16844,1.0
1186,15175,1.0
1186,7305,1.0
1187,8190,5.0
1187,18606,4.0
1187,12728,1.0
1187,8577,1.0
1187,12766,1.0
1187,20788,2.0
1188,18272,1.0
1188,11325,1.0
1188,15955,1.0
1188,19215,1.0
1188,9235,1.0
1188,16544,1.0
1188,16608,1.0
1189,9697,1.0
1189,8756,1.0
1189,9461,1.0
1189,16474,1.0
1189,13672,1.0
1189,7995,1.0
1189,18991,1.0
1190,11152,1.0
1190,20721,1.0
1190,16144,1.0
1190,7779,1.0
1190,14475,1.0
1190,14627,4.0
1190,9237,1.0
1190,8509,1.0
1190,16392,1.0
1190,8719,1.0
1190,14124,1.0
1191,15995,1.0
1191,16230,1.0
1191,11755,1.0
1191,20044,1.0
1191,14124,1.0
1191,10647,1.0
1191,14624,2.0
1191,10690,2.0
1191,20073,2.0
1191,18615,4.0
1191,8183,3.0
1191,17014,6.0
1191,17051,1.0
1191,21018,1.0
1191,9576,1.0
1191,15615,1.0
1191,15734,1.0
1191,15327,1.0
1192,9180,1.0
1192,14740,1.0
1192,16544,1.0
1192,15391,1.0
1192,9318,2.0
1192,12058,1.0
1192,9245,5.0
1192,9263,1.0
1192,7068,3.0
1192,14059,9.0
1192,8760,1.0
1192,14237,1.0
1192,12276,1.0
1192,19683,1.0
1192,18606,1.0
1192,19940,1.0
1192,9365,7.0
1192,16124,1.0
1192,16051,1.0
1192,15350,1.0
1192,20728,1.0
1192,17495,1.0
1192,8119,2.0
1192,21268,1.0
1192,16906,2.0
1192,21254,1.0
1192,13427,1.0
1192,21537,1.0
1192,19802,1.0
1192,8896,1.0
1192,13883,1.0
1192,12445,1.0
1192,10270,3.0
1192,20068,1.0
1192,17261,1.0
1192,16294,1.0
1192,19531,1.0
1192,10665,1.0
1192,14588,2.0
1192,18709,1.0
1192,10089,1.0
1193,15580,1.0
1193,21183,1.0
1193,10750,1.0
1193,8810,1.0
1193,13540,1.0
1194,18265,1.0
1194,16982,4.0
1194,19925,1.0
1194,14033,1.0
1194,20044,3.0
1194,20534,1.0
1194,10749,1.0
1194,19327,1.0
1194,8289,2.0
1194,11755,2.0
1194,8730,1.0
1194,10096,1.0
1194,10161,1.0
1194,19480,1.0
1194,16620,2.0
1194,13538,1.0
1194,14377,2.0
1194,14815,1.0
1194,15517,1.0
1194,14124,1.0
1194,9276,1.0
1194,7129,2.0
1194,15900,1.0
1194,14876,4.0
1194,20351,4.0
1194,19012,1.0
1194,11926,1.0
1194,12793,1.0
1194,18679,2.0
1194,11110,1.0
1194,9013,1.0
1194,10456,1.0
1194,12146,1.0
1194,8219,1.0
1194,16935,1.0
1194,7249,1.0
1194,8559,1.0
1194,14286,1.0
1194,20493,1.0
1194,12017,1.0
1194,9173,1.0
1194,20527,1.0
1194,18606,1.0
1194,7707,1.0
1194,20724,1.0
1194,12928,2.0
1195,15590,1.0
1196,20097,2.0
1196,9552,1.0
1196,14950,1.0
1196,17771,1.0
1196,21268,1.0
1196,15926,3.0
1196,12385,1.0
1196,13880,2.0
1196,7059,1.0
1196,7249,1.0
1196,16806,1.0
1196,16018,1.0
1196,17575,1.0
1196,14124,1.0
1197,20775,1.0
1197,15306,3.0
1197,16178,1.0
1197,16636,1.0
1197,15859,1.0
1197,16378,1.0
1197,20428,1.0
1197,19352,1.0
1197,12288,1.0
1197,19501,1.0
1197,19804,1.0
1197,9393,2.0
1197,17430,1.0
1197,12988,1.0
1197,14829,1.0
1197,17759,1.0
1197,18234,1.0
1197,15598,1.0
1197,9601,1.0
1197,11786,1.0
1197,16702,1.0
1197,19118,1.0
1197,12500,1.0
1197,9433,1.0
1197,13254,1.0
1197,9634,1.0
1198,7556,1.0
1198,20183,1.0
1198,16816,6.0
1198,16095,1.0
1198,8388,2.0
1198,12766,1.0
1198,11726,2.0
1198,7914,1.0
1198,13134,2.0
1198,15307,1.0
1198,15639,1.0
1198,11890,2.0
1198,9837,6.0
1198,12825,1.0
1198,7315,1.0
1198,20361,1.0
1198,18574,1.0
1198,9191,3.0
1198,8677,1.0
1198,15748,1.0
1198,10495,2.0
1198,9577,1.0
1198,15827,1.0
1198,17101,1.0
1199,10369,12.0
1199,11301,1.0
1199,16836,1.0
1199,9328,1.0
1199,20434,4.0
1199,16122,1.0
1199,9111,1.0
1199,15234,2.0
1199,18940,1.0
1199,7655,2.0
1199,9190,7.0
1199,12294,1.0
1199,16147,1.0
1199,7259,1.0
1199,20302,1.0
1199,18294,2.0
1199,8219,1.0
1199,16309,1.0
1199,7866,1.0
1199,16830,1.0
1199,20989,1.0
1199,12940,1.0
1199,14509,1.0
1199,13442,1.0
1200,15476,1.0
1200,18406,1.0
1200,9905,1.0
1200,14124,1.0
1201,7678,1.0
1201,9365,1.0
1201,20457,1.0
1201,20799,2.0
1201,18019,16.0
1201,12691,2.0
1201,21414,4.0
1201,13342,5.0
1201,11846,1.0
1201,16224,1.0
1201,18539,2.0
1201,19553,1.0
1201,16713,1.0
1201,7354,1.0
1201,9854,1.0
1201,8061,1.0
1201,14948,1.0
1201,12573,1.0
1201,13488,2.0
1201,16245,1.0
1201,8760,1.0
1201,12385,1.0
1201,9505,1.0
1201,18606,1.0
1201,9308,1.0
1201,10833,1.0
1201,8801,1.0
1201,21358,1.0
1201,11950,1.0
1202,16581,1.0
1202,10835,3.0
1202,21558,2.0
1202,21063,4.0
1202,9488,2.0
1202,7961,1.0
1202,18399,1.0
1202,12655,1.0
1202,15829,1.0
1203,12956,1.0
1203,19235,1.0
1203,9240,1.0
1203,10015,1.0
1203,14103,1.0
1203,19537,2.0
1203,9161,1.0
1203,20624,3.0
1203,9705,1.0
1203,9238,2.0
1203,10988,13.0
1203,13252,1.0
1203,11659,1.0
1203,11968,1.0
1203,8499,1.0
1203,12300,1.0
1203,21358,1.0
1203,12385,3.0
1203,16747,5.0
1203,10112,2.0
1203,12863,1.0
1203,9946,1.0
1203,16404,2.0
1203,7466,7.0
1203,17485,1.0
1203,20451,1.0
1203,8190,6.0
1203,18606,5.0
1203,18723,1.0
1203,19286,1.0
1203,17920,1.0
1203,9524,1.0
1203,9939,1.0
1203,20226,2.0
1203,14124,1.0
1203,18744,3.0
1203,11328,1.0
1203,11705,1.0
1203,17214,1.0
1203,20724,1.0
1203,7671,1.0
1203,18331,1.0
1203,17985,1.0
1203,9296,1.0
1203,9081,1.0
1203,11883,1.0
1203,8527,16.0
1203,18773,1.0
1203,11072,1.0
1203,21399,1.0
1203,17173,1.0
1203,12656,1.0
1203,13342,1.0
1203,8641,1.0
1203,10162,5.0
1203,8929,1.0
1203,12749,1.0
1203,20426,1.0
1203,15331,1.0
1203,17744,1.0
1204,18022,4.0
1204,17604,1.0
1204,8145,1.0
1204,11072,1.0
1204,9171,1.0
1204,15539,1.0
1204,15555,1.0
1204,12655,2.0
1204,18606,1.0
1204,12735,1.0
1204,7175,1.0
1204,7398,1.0
1204,7249,1.0
1204,13710,1.0
1204,11475,1.0
1204,12639,2.0
1204,20541,4.0
1204,15194,1.0
1204,18647,1.0
1205,16676,8.0
1205,21467,1.0
1205,11299,2.0
1205,9298,1.0
1205,19208,1.0
1205,14272,1.0
1205,20569,1.0
1205,19558,1.0
1205,10204,1.0
1205,8517,1.0
1205,21478,4.0
1205,16801,1.0
1205,16767,2.0
1205,15952,2.0
1205,13526,2.0
1205,12272,1.0
1205,12067,1.0
1205,12837,1.0
1205,20570,1.0
1205,7725,2.0
1205,13523,4.0
1205,7819,1.0
1205,21027,2.0
1205,10890,1.0
1205,9541,1.0
1205,12040,1.0
1205,16863,1.0
1205,14124,2.0
1205,7671,1.0
1205,11763,1.0
1205,15284,1.0
1205,21322,1.0
1205,11666,1.0
1205,11404,1.0
1205,18030,1.0
1205,9238,1.0
1205,7404,1.0
1205,14870,1.0
1205,12030,1.0
1205,13435,1.0
1205,12693,1.0
1206,13182,1.0
1206,11563,1.0
1206,16178,1.0
1206,9443,4.0
1206,15208,12.0
1206,13769,4.0
1206,21371,1.0
1206,9095,1.0
1206,11507,1.0
1206,7644,1.0
1206,15328,1.0
1206,13130,1.0
1206,9706,1.0
1206,15266,1.0
1206,21236,1.0
1206,15315,1.0
1206,18637,1.0
1206,10344,3.0
1206,15214,1.0
1206,19148,1.0
1206,17848,1.0
1206,12939,1.0
1207,17575,1.0
1207,12928,2.0
1207,17793,2.0
1207,9685,1.0
1207,15429,2.0
1207,16550,1.0
1207,12304,1.0
1207,18780,1.0
1207,9341,1.0
1207,7249,1.0
1208,18547,4.0
1208,17744,1.0
1209,20008,1.0
1209,20334,2.0
1209,11118,4.0
1209,13455,2.0
1209,16218,1.0
1209,16014,1.0
1209,8399,1.0
1209,15537,1.0
1209,7395,1.0
1209,12198,1.0
1209,8029,1.0
1209,18606,1.0
1209,12460,1.0
1210,8517,3.0
1210,15604,8.0
1210,16511,3.0
1210,7883,1.0
1210,16725,1.0
1210,14257,1.0
1210,16854,1.0
1210,12756,1.0
1210,7689,1.0
1210,21016,1.0
1210,17256,1.0
1210,20067,1.0
1210,17349,2.0
1210,14139,1.0
1210,7695,1.0
1210,17478,1.0
1210,21235,1.0
1210,18290,1.0
1210,16238,1.0
1210,19954,2.0
1210,16546,1.0
1210,17696,1.0
1210,19272,1.0
1210,11944,1.0
1210,7407,1.0
1210,20191,2.0
1210,19673,1.0
1210,16311,1.0
1210,17425,2.0
1210,21331,1.0
1210,18425,1.0
1210,12988,1.0
1210,20897,1.0
1210,11541,1.0
1210,15358,1.0
1210,16318,1.0
1211,21317,1.0
1211,13014,3.0
1211,16310,1.0
1211,9599,1.0
1211,18795,1.0
1211,7919,3.0
1211,14124,1.0
1211,7051,1.0
1211,9263,1.0
1211,13180,1.0
1211,19410,1.0
1211,9240,2.0
1211,7249,1.0
1211,15350,1.0
1211,15187,1.0
1211,8727,2.0
1211,20811,1.0
1211,12062,2.0
1211,8560,1.0
1211,18681,1.0
1211,19345,1.0
1212,11813,1.0
1212,17008,1.0
1212,21353,2.0
1212,12319,1.0
1212,11463,1.0
1212,7981,1.0
1212,13756,1.0
1213,14367,1.0
1213,19783,1.0
1213,16734,3.0
1213,13296,1.0
1213,17255,1.0
1213,16143,3.0
1213,18274,1.0
1213,11341,1.0
1213,13700,1.0
1213,18925,1.0
1213,8180,1.0
1213,18611,1.0
1213,9665,2.0
1213,10214,1.0
1213,12928,1.0
1213,13847,1.0
1213,14169,1.0
1213,18099,1.0
1213,8397,1.0
1214,7561,1.0
1214,21101,5.0
1214,19038,1.0
1214,16963,1.0
1214,14838,1.0
1214,16171,1.0
1214,7841,1.0
1214,14424,1.0
1214,16102,2.0
1214,12086,1.0
1214,20497,1.0
1214,15385,1.0
1215,17182,1.0
1215,7349,1.0
1216,11770,2.0
1216,13367,1.0
1216,11280,1.0
1216,13432,1.0
1216,9612,1.0
1216,17658,1.0
1216,10562,1.0
1216,10724,1.0
1216,13769,1.0
1217,21387,11.0
1217,9926,1.0
1217,14928,1.0
1217,14572,1.0
1217,10183,1.0
1217,18964,1.0
1218,14461,1.0
1218,8438,1.0
1218,6981,3.0
1218,14124,1.0
1218,17168,2.0
1218,8780,1.0
1218,17744,2.0
1218,19680,2.0
1218,18898,1.0
1218,7527,1.0
1218,8929,1.0
1218,13175,1.0
1218,16941,1.0
1219,16870,1.0
1219,15739,1.0
1219,13922,1.0
1219,21378,1.0
1219,19148,1.0
1219,18148,1.0
1219,13602,1.0
1219,10101,2.0
1219,19529,1.0
1219,8917,1.0
1219,15118,1.0
1219,17820,1.0
1219,14622,1.0
1219,14758,1.0
1219,9311,1.0
1220,15365,5.0
1220,13882,1.0
1220,8029,1.0
1220,8068,2.0
1220,18227,4.0
1220,12905,1.0
1220,8880,1.0
1220,11936,1.0
1220,10076,1.0
1220,10090,1.0
1220,21358,1.0
1220,12559,1.0
1220,7236,1.0
1220,12132,1.0
1220,8378,2.0
1220,14559,5.0
1220,15899,1.0
1220,9946,1.0
1220,11180,1.0
1220,8391,1.0
1220,8965,1.0
1220,7079,1.0
1220,9001,1.0
1220,17253,2.0
1220,7473,1.0
1220,7396,1.0
1220,8820,1.0
1221,18606,1.0
1221,12766,1.0
1221,17375,2.0
1221,16656,1.0
1221,14536,1.0
1221,10003,1.0
1221,12072,1.0
1221,14124,1.0
1221,19236,1.0
1222,16786,1.0
1222,20022,1.0
1222,20776,1.0
1222,11601,1.0
1222,19419,1.0
1222,12044,1.0
1222,9729,2.0
1222,8163,1.0
1222,16456,1.0
1222,9086,1.0
1222,14824,1.0
1222,14805,1.0
1222,12090,2.0
1222,13695,1.0
1222,19947,1.0
1223,18517,1.0
1223,10565,2.0
1223,21357,1.0
1223,14729,1.0
1223,11239,4.0
1223,14228,1.0
1223,8055,1.0
1223,11501,1.0
1223,15898,1.0
1223,18019,1.0
1223,14124,1.0
1223,18354,1.0
1223,16244,1.0
1223,21067,1.0
1223,16926,1.0
1223,13438,1.0
1224,15568,2.0
1224,16793,1.0
1224,8189,1.0
1224,17721,1.0
1224,11231,1.0
1224,20315,1.0
1224,11787,1.0
1224,21063,3.0
1224,15508,1.0
1224,17150,1.0
1224,12239,1.0
1224,10061,2.0
1224,10835,2.0
1224,16747,1.0
1224,12662,1.0
1224,18191,1.0
1224,9238,1.0
1224,18659,1.0
1224,20113,1.0
1224,17571,2.0
1224,16294,1.0
1224,7418,1.0
1224,11593,1.0
1225,17827,1.0
1225,13796,1.0
1225,7473,5.0
1225,20405,3.0
1225,8189,1.0
1225,8444,1.0
1225,12044,1.0
1225,15925,2.0
1225,12639,1.0
1225,11181,2.0
1225,19210,2.0
1225,12439,1.0
1225,7787,1.0
1225,8820,3.0
1225,15912,1.0
1225,13441,1.0
1225,19831,1.0
1225,9238,9.0
1225,7704,2.0
1225,14532,1.0
1225,7673,1.0
1225,8015,3.0
1225,8108,1.0
1225,19832,1.0
1225,11180,1.0
1225,16885,1.0
1225,8068,1.0
1225,13542,1.0
1225,10394,3.0
1225,16526,1.0
1225,7387,1.0
1225,8177,1.0
1225,21361,1.0
1225,16010,1.0
1225,12765,1.0
1225,12655,2.0
1225,13506,1.0
1225,12148,1.0
1226,14326,1.0
1226,10370,1.0
1226,14124,1.0
1226,14026,1.0
1226,14627,3.0
1226,20044,1.0
1226,12593,3.0
1226,7610,2.0
1226,11649,1.0
1226,13762,1.0
1226,12143,1.0
1226,13274,1.0
1226,18108,1.0
1226,12599,1.0
1226,7723,1.0
1226,19750,2.0
1226,16009,1.0
1226,8635,1.0
1226,9345,1.0
1226,20772,1.0
1226,9723,1.0
1227,10457,11.0
1227,17647,1.0
1227,7203,1.0
1227,21408,1.0
1227,21585,1.0
1227,16734,1.0
1227,9776,5.0
1227,11208,2.0
1227,11402,1.0
1227,19461,1.0
1227,11948,1.0
1227,14124,1.0
1227,9868,2.0
1227,8097,1.0
1227,7797,1.0
1227,10214,1.0
1227,14905,1.0
1227,11693,1.0
1227,14669,1.0
1227,10337,1.0
1227,9378,1.0
1227,20244,1.0
1227,19783,1.0
1227,18660,1.0
1227,14194,1.0
1228,21204,1.0
1228,7212,1.0
1228,13782,1.0
1228,16294,1.0
1228,18585,1.0
1228,10206,2.0
1228,9238,1.0
1228,17501,1.0
1228,20527,1.0
1228,21074,2.0
1228,19444,1.0
1228,21519,1.0
1228,12385,2.0
1228,21520,1.0
1228,15532,1.0
1228,14159,1.0
1228,12467,1.0
1228,14642,1.0
1228,19065,1.0
1228,16747,1.0
1228,14813,1.0
1228,9583,1.0
1228,15926,1.0
1228,10181,1.0
1228,14276,1.0
1228,15916,1.0
1229,18947,1.0
1230,9562,18.0
1230,19932,1.0
1230,18329,1.0
1230,7473,1.0
1230,19131,1.0
1230,13796,1.0
1230,10493,1.0
1230,9338,1.0
1230,14096,1.0
1230,7613,1.0
1231,7103,4.0
1231,9145,1.0
1231,15949,1.0
1231,12689,1.0
1231,8914,1.0
1232,11849,2.0
1232,15335,1.0
1232,19421,1.0
1232,9355,2.0
1233,14113,1.0
1233,15120,1.0
1234,20479,1.0
1234,14103,1.0
1234,12546,1.0
1234,16811,1.0
1234,19900,1.0
1234,15399,1.0
1234,17093,1.0
1234,14123,1.0
1234,12662,1.0
1234,21286,3.0
1234,10123,1.0
1235,8517,2.0
1235,10481,1.0
1235,10745,1.0
1235,13017,1.0
1235,8876,1.0
1236,11475,33.0
1236,8278,2.0
1236,19942,1.0
1236,18606,2.0
1236,12766,3.0
1236,15816,1.0
1236,16466,1.0
1236,18395,1.0
1236,9860,2.0
1236,15639,1.0
1236,7403,1.0
1236,19603,1.0
1236,14919,3.0
1236,20395,1.0
1236,11905,1.0
1236,7249,1.0
1236,8190,1.0
1236,7990,3.0
1236,10097,1.0
1236,16047,3.0
1236,10442,1.0
1236,6967,1.0
1236,20624,1.0
1236,15085,1.0
1236,8794,1.0
1236,7082,1.0
1236,12911,1.0
1236,12863,2.0
1236,11992,2.0
1237,9948,1.0
1238,10542,9.0
1238,9513,1.0
1238,8812,8.0
1238,11258,1.0
1238,12396,5.0
1238,14251,1.0
1238,16094,2.0
1238,7285,1.0
1238,8190,1.0
1238,17744,2.0
1238,19015,1.0
1238,18998,1.0
1238,17168,1.0
1238,13645,1.0
1238,18493,1.0
1238,21501,1.0
1239,9167,9.0
1239,16882,2.0
1239,7529,1.0
1240,16544,1.0
1240,14124,2.0
1240,9895,1.0
1240,15362,1.0
1240,14326,1.0
1240,17403,1.0
1240,11607,1.0
1240,11325,1.0
1240,21249,1.0
1240,12928,1.0
1240,12886,1.0
1241,8907,1.0
1241,7091,1.0
1241,10947,2.0
1241,14575,1.0
1241,10606,1.0
1241,8190,3.0
1241,20624,1.0
1241,11394,1.0
1241,20724,1.0
1241,7335,1.0
1241,13473,1.0
1241,9485,1.0
1241,19537,2.0
1241,15988,2.0
1241,16879,1.0
1241,21269,1.0
1241,14103,1.0
1241,18094,1.0
1242,7329,1.0
1242,18336,4.0
1242,12238,1.0
1242,10533,1.0
1242,20700,1.0
1243,16178,1.0
1243,11507,3.0
1243,17246,1.0
1243,20101,2.0
1243,9766,2.0
1243,14219,1.0
1243,15680,1.0
1243,20191,1.0
1243,20889,1.0
1243,21371,1.0
1243,20953,1.0
1243,12788,1.0
1243,8236,1.0
1244,15700,5.0
1244,13314,3.0
1244,15523,1.0
1244,11939,1.0
1244,11880,1.0
1244,16522,1.0
1244,15477,1.0
1244,13022,15.0
1244,12959,2.0
1244,7170,1.0
1244,10634,1.0
1244,19974,1.0
1244,16164,1.0
1244,9669,4.0
1244,9320,7.0
1244,16847,1.0
1244,12732,5.0
1244,11909,1.0
1244,10576,1.0
1244,20102,2.0
1244,8344,1.0
1245,9979,1.0
1246,14108,1.0
1246,19555,1.0
1246,21573,1.0
1246,17686,1.0
1246,19301,1.0
1246,9237,1.0
1246,8619,1.0
1246,13120,1.0
1246,19340,1.0
1246,17472,1.0
1246,14917,1.0
1246,13318,1.0
1246,13368,1.0
1246,20724,1.0
1247,10868,15.0
1247,19598,21.0
1247,15227,1.0
1247,7219,1.0
1247,9143,2.0
1247,15730,1.0
1247,15206,1.0
1247,14103,4.0
1247,9836,1.0
1247,13278,2.0
1247,18578,1.0
1247,19537,1.0
1247,7091,1.0
1247,20069,1.0
1247,16747,1.0
1247,10744,1.0
1247,12662,1.0
1247,21172,1.0
1247,9360,1.0
1247,20546,1.0
1247,15869,1.0
1248,16586,1.0
1248,7968,1.0
1248,20316,1.0
1248,12249,1.0
1248,9393,1.0
1248,20702,1.0
1248,21368,1.0
1248,10465,4.0
1248,11595,1.0
1248,12604,2.0
1248,16378,1.0
1248,18596,1.0
1249,18399,1.0
1249,13447,1.0
1249,20258,1.0
1249,16154,1.0
1249,11791,5.0
1249,20958,2.0
1249,12655,1.0
1249,14627,3.0
1249,21268,1.0
1249,18420,1.0
1249,16747,1.0
1249,12431,1.0
1249,10638,1.0
1249,7071,1.0
1249,13381,1.0
1249,12928,1.0
1249,16835,1.0
1249,8803,1.0
1249,20410,1.0
1249,10298,1.0
1249,12766,5.0
1249,20726,1.0
1249,8190,1.0
1249,11369,1.0
1249,17744,1.0
1249,17260,1.0
1250,17689,1.0
1250,11134,10.0
1250,9312,1.0
1250,8892,1.0
1250,20455,1.0
1250,17114,1.0
1250,10654,1.0
1250,9115,1.0
1250,8219,2.0
1250,20724,1.0
1250,21527,1.0
1250,18453,2.0
1250,20301,2.0
1250,20111,1.0
1250,18633,1.0
1250,12204,1.0
1250,7408,1.0
1250,11331,1.0
1250,7444,1.0
1250,12937,2.0
1250,15507,1.0
1251,18902,1.0
1251,19783,1.0
1251,20044,1.0
1251,13881,1.0
1252,18155,2.0
1252,13654,1.0
1252,10688,5.0
1252,7762,1.0
1252,8550,1.0
1252,10372,1.0
1252,7327,1.0
1252,14940,1.0
1252,17830,3.0
1252,16952,1.0
1252,15567,1.0
1253,20904,1.0
1253,15652,1.0
1253,12393,1.0
1253,13338,1.0
1253,18792,1.0
1253,7031,1.0
1253,20101,1.0
1253,7968,1.0
1253,11507,1.0
1253,9706,1.0
1253,14499,1.0
1253,8823,1.0
1253,12299,1.0
1254,9534,3.0
1254,20138,3.0
1254,12562,3.0
1254,20434,4.0
1254,11685,1.0
1254,8791,5.0
1254,18674,3.0
1254,20205,1.0
1254,18737,2.0
1254,14054,1.0
1254,18294,1.0
1254,17798,1.0
1254,16490,1.0
1255,8597,3.0
1255,10528,4.0
1255,11674,1.0
1255,18224,1.0
1255,20506,1.0
1255,13471,1.0
1255,21274,1.0
1255,13205,1.0
1255,10624,3.0
1255,9752,1.0
1255,17560,1.0
1255,20428,1.0
1255,12288,1.0
1255,15056,1.0
1255,16497,1.0
1255,13750,1.0
1255,19662,1.0
1255,18919,1.0
1255,17481,1.0
1255,9134,1.0
1255,10183,1.0
1255,19176,1.0
1255,18900,1.0
1255,11453,1.0
1255,16203,1.0
1255,8629,1.0
1255,13012,1.0
1255,19490,1.0
1256,10809,1.0
1256,6977,1.0
1256,8938,1.0
1256,16407,2.0
1257,17806,1.0
1257,16747,4.0
1257,10389,1.0
1257,18692,1.0
1257,11369,1.0
1257,20018,1.0
1257,12863,1.0
1257,10451,1.0
1257,9238,1.0
1257,8438,1.0
1257,7455,1.0
1257,11121,2.0
1257,17504,1.0
1257,10603,1.0
1258,18676,1.0
1258,8985,1.0
1258,12882,3.0
1258,11264,7.0
1258,21471,1.0
1258,10075,3.0
1258,9060,2.0
1258,15325,1.0
1258,10616,1.0
1258,13994,1.0
1258,7393,1.0
1258,10581,2.0
1258,13442,1.0
1258,11740,1.0
1258,9072,1.0
1258,20108,1.0
1258,9561,1.0
1259,18708,47.0
1259,17254,3.0
1259,17998,24.0
1259,19979,14.0
1259,14039,1.0
1259,17117,2.0
