poi,catg,delta_times
19153,21635,1.0
19369,21933,1.0
12534,21765,1.0
13360,21811,1.0
15837,21918,1.0
16995,21898,1.0
9283,21609,1.0
18619,21898,1.0
13886,21630,1.0
19016,21879,1.0
10994,21609,1.0
11596,21637,1.0
12181,21771,1.0
9099,21688,1.0
8347,21815,1.0
15940,21733,1.0
17784,21871,1.0
11149,21763,1.0
12336,21797,1.0
12758,21823,1.0
9085,21914,1.0
13455,21635,1.0
20479,21609,1.0
16663,21824,1.0
8872,21739,1.0
9709,21630,1.0
16621,21739,1.0
19468,21820,1.0
19170,21688,1.0
9631,21907,1.0
13470,21609,1.0
13021,21763,1.0
19270,21635,1.0
15409,21763,1.0
19155,21764,1.0
10353,21688,1.0
9982,21720,1.0
19447,21759,1.0
8094,21713,1.0
9867,21666,1.0
13453,21756,1.0
12448,21614,1.0
16380,21738,1.0
10651,21763,1.0
19591,21774,1.0
9548,21680,1.0
11335,21763,1.0
21386,21635,1.0
14002,21823,1.0
15418,21678,1.0
9050,21899,1.0
20356,21688,1.0
21506,21798,1.0
16505,21697,1.0
9198,21836,1.0
13474,21635,1.0
16387,21859,1.0
16022,21914,1.0
13617,21739,1.0
9469,21842,1.0
7296,21823,1.0
19528,21635,1.0
14136,21835,1.0
16033,21797,1.0
17882,21840,1.0
12185,21770,1.0
17965,21733,1.0
9480,21676,1.0
11080,21934,1.0
10791,21933,1.0
19913,21836,1.0
13635,21933,1.0
9127,21782,1.0
19525,21653,1.0
19727,21710,1.0
9363,21638,1.0
7979,21779,1.0
8605,21710,1.0
14127,21640,1.0
21598,21609,1.0
17637,21609,1.0
12823,21875,1.0
15421,21815,1.0
12623,21688,1.0
7261,21933,1.0
7240,21720,1.0
14698,21711,1.0
8396,21846,1.0
9640,21748,1.0
14991,21688,1.0
18715,21842,1.0
19621,21739,1.0
9745,21753,1.0
21522,21609,1.0
10816,21869,1.0
8675,21709,1.0
20702,21787,1.0
7531,21645,1.0
8335,21934,1.0
15078,21635,1.0
20845,21857,1.0
12563,21635,1.0
7455,21635,1.0
9155,21639,1.0
16069,21944,1.0
18300,21624,1.0
20474,21710,1.0
15136,21709,1.0
19846,21739,1.0
16349,21770,1.0
11517,21774,1.0
20607,21696,1.0
8767,21898,1.0
14894,21678,1.0
8530,21811,1.0
11858,21753,1.0
16273,21753,1.0
9275,21732,1.0
21058,21820,1.0
17092,21777,1.0
8618,21666,1.0
11160,21906,1.0
10986,21779,1.0
16418,21779,1.0
7920,21666,1.0
20056,21905,1.0
17815,21647,1.0
18025,21940,1.0
10923,21919,1.0
18844,21647,1.0
13980,21621,1.0
13614,21647,1.0
17870,21720,1.0
15222,21836,1.0
7734,21862,1.0
12517,21621,1.0
10587,21638,1.0
8301,21733,1.0
7470,21763,1.0
17318,21817,1.0
21144,21770,1.0
18508,21772,1.0
11607,21769,1.0
21249,21635,1.0
13976,21779,1.0
11325,21635,1.0
14951,21681,1.0
19874,21635,1.0
10507,21711,1.0
13930,21666,1.0
18455,21630,1.0
7913,21842,1.0
6964,21688,1.0
17506,21688,1.0
19314,21815,1.0
12376,21635,1.0
9979,21666,1.0
14167,21885,1.0
21091,21772,1.0
9686,21763,1.0
12481,21944,1.0
17808,21659,1.0
11815,21727,1.0
11803,21752,1.0
19186,21933,1.0
12966,21836,1.0
10444,21730,1.0
7160,21635,1.0
17214,21914,1.0
19971,21642,1.0
18794,21913,1.0
20478,21727,1.0
7741,21678,1.0
12139,21739,1.0
20894,21642,1.0
14934,21741,1.0
16722,21753,1.0
13038,21635,1.0
19471,21635,1.0
18780,21835,1.0
15127,21609,1.0
12282,21717,1.0
16672,21609,1.0
11992,21710,1.0
7869,21779,1.0
19654,21898,1.0
11029,21609,1.0
11867,21727,1.0
13409,21609,1.0
9904,21723,1.0
14890,21934,1.0
10184,21888,1.0
16496,21753,1.0
10004,21715,1.0
14100,21898,1.0
14992,21710,1.0
9268,21939,1.0
20628,21733,1.0
21101,21723,1.0
14884,21645,1.0
9533,21609,1.0
11625,21678,1.0
19272,21879,1.0
7686,21835,1.0
11121,21753,1.0
17599,21630,1.0
18019,21753,1.0
18881,21630,1.0
18205,21752,1.0
12246,21630,1.0
10833,21871,1.0
10451,21787,1.0
19043,21809,1.0
15404,21787,1.0
19374,21737,1.0
19107,21757,1.0
9375,21625,1.0
11536,21815,1.0
18438,21733,1.0
13267,21758,1.0
21139,21939,1.0
16395,21753,1.0
19176,21886,1.0
18321,21621,1.0
12883,21826,1.0
16538,21888,1.0
7786,21757,1.0
10729,21763,1.0
17718,21630,1.0
8628,21635,1.0
14144,21630,1.0
7884,21666,1.0
11301,21638,1.0
12678,21630,1.0
15647,21666,1.0
19475,21753,1.0
12359,21642,1.0
19071,21914,1.0
7013,21688,1.0
14861,21823,1.0
9184,21811,1.0
11135,21820,1.0
19265,21730,1.0
10987,21730,1.0
13543,21666,1.0
14240,21820,1.0
7842,21933,1.0
19362,21933,1.0
21327,21933,1.0
8657,21933,1.0
15380,21933,1.0
16188,21933,1.0
13389,21936,1.0
21312,21739,1.0
10045,21886,1.0
21113,21881,1.0
14411,21666,1.0
19293,21688,1.0
18061,21666,1.0
17030,21886,1.0
12013,21787,1.0
17320,21770,1.0
9195,21879,1.0
14546,21681,1.0
20741,21809,1.0
13707,21674,1.0
8541,21666,1.0
9233,21779,1.0
11435,21609,1.0
17646,21806,1.0
13355,21779,1.0
19088,21914,1.0
13750,21638,1.0
15752,21842,1.0
16803,21769,1.0
18729,21886,1.0
18433,21811,1.0
16205,21934,1.0
14490,21815,1.0
10101,21635,1.0
17256,21934,1.0
21391,21913,1.0
18439,21757,1.0
11733,21763,1.0
19321,21609,1.0
9178,21896,1.0
20499,21642,1.0
21088,21739,1.0
10019,21905,1.0
15040,21693,1.0
21262,21678,1.0
18040,21710,1.0
9292,21764,1.0
9285,21792,1.0
9661,21697,1.0
12795,21784,1.0
20028,21637,1.0
17751,21678,1.0
9403,21815,1.0
18396,21688,1.0
18758,21718,1.0
17334,21666,1.0
7136,21765,1.0
11007,21842,1.0
11891,21666,1.0
11317,21815,1.0
15546,21914,1.0
10356,21601,1.0
15130,21635,1.0
17049,21820,1.0
17612,21820,1.0
12210,21862,1.0
18972,21731,1.0
12395,21609,1.0
21110,21763,1.0
9058,21720,1.0
16413,21666,1.0
11213,21630,1.0
12584,21635,1.0
14530,21727,1.0
18406,21928,1.0
7482,21835,1.0
8757,21838,1.0
9421,21890,1.0
16713,21809,1.0
20089,21718,1.0
10494,21720,1.0
14232,21635,1.0
8785,21787,1.0
12053,21842,1.0
13896,21733,1.0
13372,21752,1.0
11151,21659,1.0
18984,21770,1.0
15453,21625,1.0
19219,21862,1.0
17873,21688,1.0
15692,21753,1.0
17055,21905,1.0
17573,21779,1.0
19075,21842,1.0
14278,21783,1.0
8976,21779,1.0
8338,21890,1.0
13109,21666,1.0
16529,21763,1.0
15612,21666,1.0
12876,21758,1.0
18185,21748,1.0
10725,21934,1.0
20545,21713,1.0
18186,21779,1.0
15870,21645,1.0
11403,21905,1.0
11181,21783,1.0
17375,21807,1.0
15104,21879,1.0
20182,21933,1.0
17189,21710,1.0
15593,21944,1.0
15833,21927,1.0
8609,21609,1.0
18149,21779,1.0
18348,21688,1.0
21201,21732,1.0
19161,21806,1.0
19126,21753,1.0
20023,21862,1.0
12050,21748,1.0
18072,21914,1.0
14870,21933,1.0
13469,21876,1.0
9905,21770,1.0
18020,21678,1.0
14786,21748,1.0
9536,21933,1.0
19715,21933,1.0
20143,21674,1.0
7788,21696,1.0
13584,21733,1.0
13353,21609,1.0
13718,21710,1.0
17187,21630,1.0
20235,21635,1.0
13872,21758,1.0
12132,21820,1.0
9680,21666,1.0
15304,21750,1.0
17938,21666,1.0
10390,21640,1.0
9778,21820,1.0
15538,21779,1.0
19850,21914,1.0
11823,21666,1.0
14170,21774,1.0
9487,21640,1.0
12192,21727,1.0
20481,21871,1.0
10051,21737,1.0
8429,21635,1.0
11003,21753,1.0
11076,21635,1.0
9420,21820,1.0
7365,21844,1.0
13824,21769,1.0
7728,21635,1.0
14746,21862,1.0
15008,21688,1.0
14098,21914,1.0
16076,21888,1.0
19546,21779,1.0
21544,21748,1.0
16998,21813,1.0
11674,21914,1.0
17618,21678,1.0
16432,21841,1.0
14433,21748,1.0
12748,21687,1.0
13694,21748,1.0
15170,21847,1.0
16578,21727,1.0
12936,21727,1.0
10865,21609,1.0
21130,21678,1.0
20893,21899,1.0
19827,21926,1.0
19082,21678,1.0
16491,21697,1.0
16602,21934,1.0
19212,21798,1.0
10524,21871,1.0
8158,21727,1.0
12243,21666,1.0
15328,21753,1.0
17544,21609,1.0
11524,21621,1.0
12788,21765,1.0
13382,21718,1.0
20070,21645,1.0
7880,21836,1.0
14941,21842,1.0
20047,21772,1.0
7849,21772,1.0
10879,21642,1.0
15548,21836,1.0
13934,21769,1.0
15908,21674,1.0
7196,21609,1.0
11846,21890,1.0
19292,21744,1.0
20390,21914,1.0
17641,21914,1.0
21328,21779,1.0
14997,21609,1.0
14123,21835,1.0
16057,21898,1.0
13196,21898,1.0
19602,21898,1.0
9629,21666,1.0
16137,21666,1.0
9628,21898,1.0
14076,21869,1.0
17893,21898,1.0
15835,21654,1.0
7651,21862,1.0
14910,21886,1.0
21269,21688,1.0
17725,21609,1.0
10059,21914,1.0
17862,21739,1.0
10435,21840,1.0
17999,21779,1.0
14331,21619,1.0
8629,21688,1.0
12393,21607,1.0
10664,21733,1.0
15329,21840,1.0
20104,21609,1.0
15741,21733,1.0
10984,21625,1.0
17237,21763,1.0
9639,21892,1.0
7796,21885,1.0
13492,21823,1.0
8861,21609,1.0
12816,21720,1.0
10412,21928,1.0
9076,21914,1.0
15899,21666,1.0
16615,21935,1.0
12234,21772,1.0
20175,21805,1.0
19041,21820,1.0
15209,21625,1.0
10011,21688,1.0
15973,21840,1.0
12812,21797,1.0
14188,21764,1.0
11130,21934,1.0
13042,21642,1.0
10873,21667,1.0
10735,21857,1.0
17914,21784,1.0
9663,21779,1.0
16592,21899,1.0
20409,21689,1.0
8715,21621,1.0
10317,21738,1.0
13035,21763,1.0
20943,21645,1.0
15503,21720,1.0
14280,21844,1.0
8279,21748,1.0
20815,21928,1.0
7874,21862,1.0
14285,21783,1.0
9761,21666,1.0
16245,21941,1.0
10971,21666,1.0
10793,21914,1.0
20035,21678,1.0
7329,21635,1.0
18336,21886,1.0
10536,21840,1.0
7824,21638,1.0
12857,21772,1.0
16649,21886,1.0
17273,21841,1.0
19943,21820,1.0
8616,21666,1.0
11329,21886,1.0
12552,21898,1.0
12283,21748,1.0
13776,21779,1.0
17140,21609,1.0
15785,21739,1.0
10320,21635,1.0
16053,21815,1.0
8379,21621,1.0
17633,21630,1.0
9146,21637,1.0
18773,21690,1.0
14345,21713,1.0
8928,21857,1.0
20742,21875,1.0
12370,21710,1.0
14554,21688,1.0
14808,21913,1.0
18374,21688,1.0
13375,21668,1.0
10222,21798,1.0
15131,21675,1.0
19470,21787,1.0
6973,21842,1.0
9018,21645,1.0
20262,21763,1.0
10012,21913,1.0
8057,21891,1.0
13844,21771,1.0
12120,21630,1.0
18308,21620,1.0
17458,21739,1.0
8686,21944,1.0
16614,21757,1.0
15238,21782,1.0
8577,21666,1.0
6977,21933,1.0
19676,21753,1.0
8907,21933,1.0
18337,21609,1.0
16036,21886,1.0
20872,21757,1.0
16990,21678,1.0
12244,21748,1.0
20354,21609,1.0
20601,21734,1.0
13501,21635,1.0
18003,21688,1.0
20074,21737,1.0
18661,21815,1.0
19536,21737,1.0
20795,21681,1.0
21321,21720,1.0
15924,21666,1.0
7137,21871,1.0
10532,21652,1.0
11967,21737,1.0
7192,21681,1.0
15083,21713,1.0
15729,21748,1.0
20249,21609,1.0
14938,21666,1.0
10236,21635,1.0
19922,21835,1.0
20704,21914,1.0
7435,21840,1.0
8400,21888,1.0
7078,21754,1.0
7735,21709,1.0
9071,21815,1.0
10591,21914,1.0
10000,21733,1.0
14048,21914,1.0
15804,21716,1.0
10118,21666,1.0
10685,21815,1.0
17003,21842,1.0
11577,21609,1.0
19391,21666,1.0
19210,21686,1.0
20854,21609,1.0
20830,21674,1.0
8029,21817,1.0
20366,21913,1.0
9509,21763,1.0
10495,21635,1.0
8173,21871,1.0
8866,21752,1.0
14742,21674,1.0
10844,21933,1.0
17986,21933,1.0
14552,21688,1.0
15858,21771,1.0
9387,21630,1.0
7216,21933,1.0
7587,21898,1.0
20947,21862,1.0
8055,21609,1.0
16381,21609,1.0
13809,21727,1.0
14404,21635,1.0
9859,21851,1.0
8510,21688,1.0
21510,21645,1.0
17124,21688,1.0
13638,21609,1.0
9106,21609,1.0
16650,21727,1.0
17825,21914,1.0
8662,21779,1.0
16588,21934,1.0
16017,21710,1.0
13721,21842,1.0
19080,21875,1.0
15813,21914,1.0
20507,21666,1.0
10333,21879,1.0
12760,21886,1.0
11500,21635,1.0
12021,21635,1.0
16926,21635,1.0
7120,21688,1.0
19173,21862,1.0
13625,21887,1.0
11501,21928,1.0
15068,21753,1.0
8770,21842,1.0
11647,21835,1.0
18517,21914,1.0
10775,21757,1.0
16439,21793,1.0
11239,21635,1.0
10287,21658,1.0
20909,21635,1.0
16431,21609,1.0
13628,21609,1.0
9698,21779,1.0
20201,21635,1.0
12484,21779,1.0
20333,21779,1.0
13697,21737,1.0
12238,21635,1.0
12168,21635,1.0
17363,21758,1.0
10068,21666,1.0
7829,21820,1.0
20587,21666,1.0
19499,21885,1.0
15357,21678,1.0
8535,21638,1.0
21043,21914,1.0
14019,21842,1.0
7494,21753,1.0
19883,21806,1.0
7973,21922,1.0
19911,21820,1.0
7235,21922,1.0
10023,21718,1.0
12434,21609,1.0
12415,21609,1.0
17279,21666,1.0
19356,21620,1.0
8771,21630,1.0
10553,21753,1.0
13939,21630,1.0
9365,21635,1.0
20405,21666,1.0
14795,21862,1.0
17166,21720,1.0
21148,21783,1.0
9263,21918,1.0
15187,21678,1.0
17708,21776,1.0
8691,21748,1.0
15061,21913,1.0
20665,21898,1.0
9288,21671,1.0
11951,21886,1.0
19594,21609,1.0
13394,21820,1.0
20833,21645,1.0
12007,21762,1.0
14846,21710,1.0
12153,21713,1.0
11521,21783,1.0
13966,21918,1.0
16225,21750,1.0
8607,21918,1.0
17780,21898,1.0
7682,21635,1.0
9446,21787,1.0
10773,21842,1.0
9301,21678,1.0
7236,21842,1.0
12387,21666,1.0
10337,21875,1.0
20890,21875,1.0
8643,21601,1.0
11220,21918,1.0
7458,21931,1.0
13232,21718,1.0
15389,21666,1.0
20551,21835,1.0
10540,21609,1.0
9084,21668,1.0
10692,21918,1.0
17865,21727,1.0
12790,21635,1.0
10913,21791,1.0
8519,21645,1.0
9643,21666,1.0
17387,21779,1.0
12335,21896,1.0
14145,21896,1.0
14660,21886,1.0
12870,21896,1.0
12734,21820,1.0
18980,21652,1.0
11525,21898,1.0
10420,21769,1.0
15324,21933,1.0
9555,21630,1.0
8803,21835,1.0
9491,21926,1.0
20433,21763,1.0
16347,21688,1.0
19849,21762,1.0
13573,21914,1.0
7810,21862,1.0
12995,21671,1.0
21158,21733,1.0
16103,21913,1.0
7420,21862,1.0
17484,21638,1.0
13433,21914,1.0
16317,21630,1.0
14776,21635,1.0
10819,21720,1.0
13512,21779,1.0
20691,21771,1.0
14065,21786,1.0
19203,21678,1.0
21318,21609,1.0
17540,21898,1.0
8625,21739,1.0
19296,21635,1.0
21037,21635,1.0
18435,21635,1.0
20026,21886,1.0
11954,21862,1.0
20882,21609,1.0
20259,21609,1.0
10589,21666,1.0
13803,21720,1.0
20649,21815,1.0
12189,21913,1.0
13376,21815,1.0
8268,21615,1.0
19932,21609,1.0
7497,21931,1.0
10237,21939,1.0
9808,21678,1.0
7252,21879,1.0
13365,21688,1.0
19151,21913,1.0
20344,21688,1.0
10755,21620,1.0
14287,21787,1.0
19693,21668,1.0
10636,21786,1.0
18737,21914,1.0
20149,21783,1.0
7870,21913,1.0
13297,21720,1.0
14692,21666,1.0
8865,21856,1.0
14137,21879,1.0
7852,21808,1.0
15472,21792,1.0
20087,21609,1.0
17177,21737,1.0
12769,21609,1.0
11275,21926,1.0
14149,21886,1.0
12302,21944,1.0
19592,21756,1.0
12888,21906,1.0
15174,21770,1.0
11182,21892,1.0
10970,21753,1.0
14785,21688,1.0
9928,21696,1.0
17888,21762,1.0
9870,21678,1.0
11925,21688,1.0
8334,21862,1.0
15088,21688,1.0
16699,21857,1.0
14547,21879,1.0
12002,21890,1.0
20567,21678,1.0
16459,21738,1.0
21453,21609,1.0
14542,21635,1.0
8014,21645,1.0
8753,21642,1.0
15039,21697,1.0
21352,21782,1.0
14389,21769,1.0
19511,21696,1.0
10837,21638,1.0
21360,21763,1.0
8281,21886,1.0
16657,21678,1.0
7366,21609,1.0
15422,21796,1.0
7509,21840,1.0
21167,21836,1.0
14375,21688,1.0
10806,21836,1.0
8632,21609,1.0
15494,21645,1.0
21239,21783,1.0
20302,21635,1.0
11663,21713,1.0
14211,21734,1.0
18602,21792,1.0
18100,21720,1.0
9534,21914,1.0
9043,21666,1.0
14312,21666,1.0
9051,21720,1.0
14543,21898,1.0
10679,21688,1.0
11079,21935,1.0
16376,21752,1.0
15562,21631,1.0
10230,21609,1.0
7780,21688,1.0
16415,21862,1.0
17183,21757,1.0
11689,21898,1.0
10967,21762,1.0
15166,21898,1.0
8199,21666,1.0
10002,21860,1.0
19083,21913,1.0
17158,21815,1.0
18159,21783,1.0
16248,21666,1.0
12736,21862,1.0
16933,21713,1.0
19109,21666,1.0
9813,21879,1.0
10441,21857,1.0
7314,21688,1.0
11781,21817,1.0
21135,21686,1.0
11090,21681,1.0
19206,21638,1.0
17386,21815,1.0
8600,21769,1.0
9793,21899,1.0
20375,21772,1.0
13974,21688,1.0
19786,21666,1.0
8207,21638,1.0
8779,21638,1.0
8991,21898,1.0
13751,21754,1.0
10400,21609,1.0
9725,21779,1.0
7043,21854,1.0
21179,21741,1.0
21504,21710,1.0
17721,21609,1.0
20714,21769,1.0
14153,21836,1.0
16868,21642,1.0
19761,21836,1.0
17367,21608,1.0
17326,21862,1.0
9308,21862,1.0
10621,21862,1.0
16416,21635,1.0
17435,21638,1.0
15359,21630,1.0
15275,21748,1.0
14060,21835,1.0
9290,21811,1.0
9144,21609,1.0
20728,21879,1.0
16724,21859,1.0
15649,21914,1.0
9234,21748,1.0
19553,21869,1.0
19058,21603,1.0
14710,21609,1.0
20595,21620,1.0
18873,21695,1.0
16232,21660,1.0
21349,21666,1.0
11866,21835,1.0
10335,21656,1.0
16984,21604,1.0
11194,21666,1.0
18558,21944,1.0
18405,21713,1.0
16330,21635,1.0
11889,21898,1.0
18125,21727,1.0
9324,21933,1.0
18825,21879,1.0
7723,21635,1.0
19370,21737,1.0
8037,21635,1.0
19357,21635,1.0
12495,21635,1.0
14401,21914,1.0
15713,21835,1.0
15890,21753,1.0
16654,21666,1.0
19311,21666,1.0
7860,21774,1.0
12229,21907,1.0
14364,21737,1.0
7647,21609,1.0
15242,21944,1.0
7582,21895,1.0
11676,21733,1.0
20504,21715,1.0
20788,21770,1.0
12741,21783,1.0
10744,21879,1.0
8878,21734,1.0
12967,21934,1.0
10455,21813,1.0
17777,21879,1.0
15957,21666,1.0
14163,21642,1.0
15827,21841,1.0
20251,21713,1.0
13402,21753,1.0
10644,21820,1.0
12284,21914,1.0
12062,21740,1.0
19485,21739,1.0
21353,21944,1.0
18754,21638,1.0
10832,21833,1.0
14353,21659,1.0
16769,21733,1.0
18549,21638,1.0
12705,21763,1.0
21032,21786,1.0
16102,21820,1.0
11962,21630,1.0
11036,21609,1.0
14452,21630,1.0
20154,21713,1.0
14548,21609,1.0
11428,21609,1.0
17456,21748,1.0
16997,21666,1.0
20186,21871,1.0
11308,21779,1.0
18563,21914,1.0
7264,21756,1.0
19948,21618,1.0
12342,21862,1.0
19847,21879,1.0
10478,21942,1.0
20406,21709,1.0
16703,21692,1.0
12149,21933,1.0
10724,21753,1.0
9082,21791,1.0
20482,21678,1.0
14812,21635,1.0
12624,21638,1.0
7976,21857,1.0
9585,21757,1.0
8840,21720,1.0
17173,21807,1.0
18713,21786,1.0
20141,21879,1.0
17631,21727,1.0
15188,21783,1.0
12799,21739,1.0
13261,21896,1.0
20670,21896,1.0
11561,21933,1.0
18947,21635,1.0
10676,21688,1.0
16624,21833,1.0
14805,21913,1.0
20150,21914,1.0
8593,21635,1.0
12656,21896,1.0
18506,21898,1.0
9152,21720,1.0
19549,21885,1.0
19345,21896,1.0
19756,21733,1.0
14623,21739,1.0
17117,21886,1.0
17998,21886,1.0
19851,21688,1.0
18132,21609,1.0
17450,21710,1.0
20750,21843,1.0
17726,21615,1.0
15481,21692,1.0
15159,21836,1.0
8925,21886,1.0
18462,21621,1.0
9693,21869,1.0
7964,21892,1.0
20926,21601,1.0
15514,21609,1.0
20174,21782,1.0
20933,21609,1.0
9369,21769,1.0
11270,21836,1.0
14322,21609,1.0
20775,21782,1.0
12288,21609,1.0
21378,21892,1.0
9917,21934,1.0
20151,21709,1.0
18554,21666,1.0
20321,21896,1.0
18777,21896,1.0
20308,21896,1.0
20106,21748,1.0
7560,21886,1.0
19567,21898,1.0
8988,21886,1.0
18355,21898,1.0
14084,21886,1.0
12103,21933,1.0
14275,21896,1.0
13541,21886,1.0
12276,21678,1.0
15626,21896,1.0
16467,21688,1.0
19917,21836,1.0
19859,21688,1.0
13022,21886,1.0
19950,21779,1.0
11895,21730,1.0
8054,21709,1.0
11650,21841,1.0
7550,21748,1.0
10368,21926,1.0
10238,21678,1.0
17472,21898,1.0
15093,21688,1.0
8441,21898,1.0
18301,21769,1.0
18055,21769,1.0
12350,21792,1.0
8314,21811,1.0
11041,21906,1.0
18882,21779,1.0
11129,21609,1.0
7493,21886,1.0
20708,21737,1.0
19501,21674,1.0
9132,21678,1.0
11383,21733,1.0
8604,21871,1.0
18745,21918,1.0
11973,21609,1.0
9707,21630,1.0
14588,21635,1.0
15920,21688,1.0
15787,21678,1.0
17980,21630,1.0
16015,21666,1.0
21490,21815,1.0
18963,21635,1.0
10033,21635,1.0
9912,21730,1.0
18652,21798,1.0
9866,21898,1.0
10364,21635,1.0
12421,21667,1.0
7406,21914,1.0
17596,21914,1.0
15099,21666,1.0
8658,21674,1.0
20221,21753,1.0
16384,21932,1.0
19101,21666,1.0
20019,21659,1.0
15646,21666,1.0
13605,21733,1.0
12224,21820,1.0
10357,21666,1.0
21053,21710,1.0
11841,21934,1.0
13098,21763,1.0
18949,21885,1.0
8692,21728,1.0
16878,21862,1.0
17518,21630,1.0
14522,21607,1.0
13831,21842,1.0
16144,21840,1.0
14332,21657,1.0
20615,21753,1.0
13671,21892,1.0
11639,21769,1.0
9205,21865,1.0
14250,21905,1.0
19341,21762,1.0
16847,21886,1.0
12809,21862,1.0
12784,21913,1.0
18071,21914,1.0
7933,21757,1.0
10414,21635,1.0
10470,21914,1.0
9496,21638,1.0
7583,21879,1.0
14837,21934,1.0
17837,21907,1.0
13314,21668,1.0
19951,21757,1.0
7948,21609,1.0
8849,21788,1.0
19404,21862,1.0
21187,21659,1.0
17913,21737,1.0
20113,21640,1.0
19111,21630,1.0
19413,21835,1.0
8339,21715,1.0
21339,21783,1.0
12035,21609,1.0
11763,21842,1.0
8163,21757,1.0
13910,21642,1.0
19604,21720,1.0
10932,21899,1.0
6952,21835,1.0
21533,21642,1.0
8039,21914,1.0
14655,21922,1.0
8351,21645,1.0
21346,21801,1.0
14387,21678,1.0
7901,21610,1.0
13105,21751,1.0
16197,21898,1.0
10095,21752,1.0
14693,21787,1.0
13887,21732,1.0
9634,21618,1.0
17773,21609,1.0
21055,21784,1.0
15483,21666,1.0
15118,21933,1.0
12338,21886,1.0
11835,21666,1.0
7414,21739,1.0
12399,21862,1.0
15645,21730,1.0
7397,21771,1.0
14834,21862,1.0
6982,21638,1.0
16974,21817,1.0
17278,21666,1.0
7061,21805,1.0
18160,21879,1.0
21017,21686,1.0
13489,21647,1.0
17838,21742,1.0
18468,21718,1.0
21491,21667,1.0
13312,21774,1.0
15364,21753,1.0
12531,21914,1.0
9691,21609,1.0
10352,21914,1.0
6968,21939,1.0
13507,21710,1.0
19231,21607,1.0
13197,21892,1.0
7419,21899,1.0
20572,21714,1.0
19106,21727,1.0
13307,21652,1.0
14113,21914,1.0
17890,21688,1.0
19114,21711,1.0
7475,21645,1.0
17380,21720,1.0
21433,21642,1.0
13184,21661,1.0
19476,21879,1.0
9113,21697,1.0
16194,21661,1.0
14015,21635,1.0
21188,21825,1.0
7954,21879,1.0
16975,21630,1.0
13682,21840,1.0
12332,21688,1.0
18064,21688,1.0
20793,21770,1.0
18596,21862,1.0
15071,21604,1.0
19453,21840,1.0
20274,21711,1.0
13443,21609,1.0
14647,21621,1.0
14848,21753,1.0
9153,21754,1.0
21337,21678,1.0
17997,21617,1.0
21288,21635,1.0
16167,21748,1.0
13440,21836,1.0
20453,21635,1.0
12997,21898,1.0
19574,21892,1.0
9122,21733,1.0
17127,21898,1.0
11751,21783,1.0
7902,21771,1.0
15622,21688,1.0
12729,21815,1.0
19461,21609,1.0
7621,21815,1.0
8851,21898,1.0
9372,21688,1.0
15849,21659,1.0
10925,21879,1.0
18614,21645,1.0
11215,21752,1.0
13518,21817,1.0
14487,21753,1.0
16312,21635,1.0
19628,21857,1.0
12169,21688,1.0
13684,21753,1.0
12488,21917,1.0
16698,21926,1.0
8497,21932,1.0
15986,21803,1.0
15942,21681,1.0
17719,21666,1.0
19241,21836,1.0
17867,21659,1.0
13265,21779,1.0
11050,21733,1.0
7474,21862,1.0
7374,21659,1.0
15855,21737,1.0
11530,21678,1.0
13068,21808,1.0
17550,21804,1.0
12961,21823,1.0
10632,21640,1.0
20779,21609,1.0
10301,21715,1.0
14712,21688,1.0
16812,21933,1.0
7658,21609,1.0
19864,21816,1.0
14968,21688,1.0
10379,21688,1.0
13698,21933,1.0
8179,21836,1.0
18045,21886,1.0
9151,21635,1.0
10079,21688,1.0
20033,21933,1.0
16813,21840,1.0
14027,21635,1.0
18628,21823,1.0
10824,21890,1.0
21005,21756,1.0
11472,21609,1.0
10309,21918,1.0
9547,21753,1.0
15606,21815,1.0
15883,21933,1.0
16922,21688,1.0
17156,21609,1.0
15425,21933,1.0
15650,21918,1.0
7644,21693,1.0
8589,21832,1.0
17424,21914,1.0
11348,21892,1.0
9161,21835,1.0
13113,21635,1.0
15206,21886,1.0
15730,21898,1.0
9294,21753,1.0
17431,21752,1.0
16879,21630,1.0
18994,21881,1.0
7600,21739,1.0
7443,21739,1.0
14438,21879,1.0
15963,21934,1.0
12907,21879,1.0
8707,21857,1.0
11946,21678,1.0
13900,21809,1.0
17349,21879,1.0
7409,21932,1.0
18425,21784,1.0
13494,21888,1.0
21388,21783,1.0
9718,21809,1.0
10096,21892,1.0
11535,21783,1.0
19597,21890,1.0
8977,21723,1.0
17432,21892,1.0
7176,21613,1.0
9478,21680,1.0
7837,21753,1.0
11774,21625,1.0
15894,21681,1.0
9552,21739,1.0
13077,21772,1.0
15764,21779,1.0
15627,21710,1.0
15004,21779,1.0
9364,21645,1.0
11999,21727,1.0
15636,21879,1.0
14688,21688,1.0
8542,21720,1.0
8506,21844,1.0
14473,21666,1.0
15657,21625,1.0
16545,21944,1.0
19629,21681,1.0
18990,21635,1.0
20336,21635,1.0
8065,21666,1.0
18255,21774,1.0
21514,21638,1.0
13445,21707,1.0
18187,21840,1.0
13133,21840,1.0
20619,21842,1.0
19985,21678,1.0
8030,21783,1.0
8450,21774,1.0
18719,21934,1.0
19063,21720,1.0
16021,21934,1.0
18134,21739,1.0
8251,21674,1.0
15109,21619,1.0
7709,21609,1.0
20881,21944,1.0
14523,21632,1.0
17927,21842,1.0
7722,21888,1.0
